t,S,E,I,R
0.000000,0.999000000000,0.000000000000,0.001000000000,0.000000000000
1.000000,0.998523128995,0.000404638324,0.000935950012,0.000136282669
2.000000,0.998048112086,0.000694789813,0.000985261343,0.000271836759
3.000000,0.997529231376,0.000941280580,0.001109744404,0.000419743640
4.000000,0.996933965585,0.001183950204,0.001292774542,0.000589309668
5.000000,0.996234943149,0.001447141301,0.001529541430,0.000788374120
6.000000,0.995405451021,0.001747843050,0.001822103523,0.001024602406
7.000000,0.994416733597,0.002100039880,0.002176956336,0.001306270187
8.000000,0.993236159648,0.002517108368,0.002603928177,0.001642803807
9.000000,0.991825772166,0.003013219437,0.003115790206,0.002045218191
10.000000,0.990140963449,0.003604242506,0.003728264878,0.002526529167
11.000000,0.988129137521,0.004308407702,0.004460270602,0.003102184175
12.000000,0.985728287423,0.005146855137,0.005334319087,0.003790538353
13.000000,0.982865454247,0.006144130729,0.006377020880,0.004613394143
14.000000,0.979455063518,0.007328646941,0.007619671925,0.005596617615
15.000000,0.975397161809,0.008733098427,0.009098898535,0.006770841229
16.000000,0.970575608208,0.010394798257,0.010857334204,0.008172259331
17.000000,0.964856316050,0.012355875219,0.012944290574,0.009843518157
18.000000,0.958085693763,0.014663243762,0.015416366961,0.011834695513
19.000000,0.950089502515,0.017368224274,0.018337917486,0.014204355725
20.000000,0.940672433863,0.020525652898,0.021781261637,0.017020651603
21.000000,0.929618810847,0.024192280065,0.025826482938,0.020362426150
22.000000,0.916694923833,0.028424221931,0.030560612872,0.024320241364
23.000000,0.901653612454,0.033273210950,0.036075947420,0.028997229176
24.000000,0.884241769680,0.038781409736,0.042467200008,0.034509620576
25.000000,0.864211431026,0.044974632402,0.049827171491,0.040986765081
26.000000,0.841334963535,0.051853991388,0.058240636695,0.048570408383
27.000000,0.815424518566,0.059386285871,0.067776236456,0.057412959107
28.000000,0.786355299792,0.067493885206,0.078476356403,0.067674458599
29.000000,0.754091301420,0.076045415325,0.090345296153,0.079517987101
30.000000,0.718711051063,0.084849141241,0.103336492631,0.093103315064
31.000000,0.680429732868,0.093651384749,0.117340125176,0.108578757207
32.000000,0.639613201974,0.102142376668,0.132173003238,0.126071418121
33.000000,0.596779268776,0.109971353630,0.147573055906,0.145676321689
34.000000,0.552582641261,0.116771308722,0.163200794604,0.167445255413
35.000000,0.507782236980,0.122191686141,0.178649609157,0.191376467723
36.000000,0.463192934310,0.125934925273,0.193465597200,0.217406543216
37.000000,0.419627426364,0.127790874886,0.207175937693,0.245405761058
38.000000,0.377836541712,0.127662533871,0.219322960796,0.275177963620
39.000000,0.338457187440,0.125577812057,0.229499561747,0.306465438757
40.000000,0.301975539992,0.121684863167,0.237380958460,0.338958638381
41.000000,0.268709702765,0.116232164235,0.242748269150,0.372309863851
42.000000,0.238811895368,0.109537714232,0.245500887686,0.406149502714
43.000000,0.212286638015,0.101953517658,0.245656724760,0.440103119567
44.000000,0.189019265156,0.093831537137,0.243341470086,0.473807727622
45.000000,0.168808694317,0.085495851131,0.238769597682,0.506925856871
46.000000,0.151399335670,0.077223566510,0.232220606184,0.539156491636
47.000000,0.136508700931,0.069234879902,0.224013961525,0.570242457643
48.000000,0.123849023939,0.061691082433,0.214485597312,0.599974296316
49.000000,0.113142622941,0.054698450107,0.203967918713,0.628191008239
50.000000,0.104131653407,0.048315777272,0.192774313007,0.654778256313
51.000000,0.096583347217,0.042563577759,0.181188373566,0.679664701458
52.000000,0.090291930943,0.037433463974,0.169457477013,0.702817128070
53.000000,0.085078302861,0.032896737616,0.157790022497,0.724234937025
54.000000,0.080788340491,0.028911678720,0.146355508512,0.743944472278
55.000000,0.077290484782,0.025429357827,0.135286630015,0.761993527376
56.000000,0.074473045432,0.022398017054,0.124682670988,0.778446266526
57.000000,0.072241510853,0.019766189085,0.114613600112,0.793378699951
58.000000,0.070516027745,0.017484775285,0.105124418453,0.806874778518
59.000000,0.069229133477,0.015508310273,0.096239438684,0.819023117566
60.000000,0.068323771462,0.013795620277,0.087966285966,0.829914322294
61.000000,0.067751587626,0.012310050645,0.080299498031,0.839638863698
62.000000,0.067471488315,0.011019402823,0.073223667232,0.848285441630
63.000000,0.067448431581,0.009895688202,0.066716113180,0.855939767037
64.000000,0.067652421151,0.008914777729,0.060749104800,0.862683696320
65.000000,0.068057673063,0.008056003055,0.055291668827,0.868594655055
66.000000,0.068641927417,0.007301746925,0.050311031144,0.873745294514
67.000000,0.069385880875,0.006637046958,0.045773740662,0.878203331506
68.000000,0.070272718925,0.006049227177,0.041646524634,0.882031529264
69.000000,0.071287730180,0.005527564703,0.037896921135,0.885287783982
70.000000,0.072417987883,0.005062994392,0.034493729808,0.888025287917
71.000000,0.073652086370,0.004647851174,0.031407316898,0.890292745558
72.000000,0.074979922425,0.004275648017,0.028609805383,0.892134624174
73.000000,0.076392513308,0.003940886432,0.026075176083,0.893591424177
74.000000,0.077881844734,0.003638895998,0.023779301164,0.894699958104
75.000000,0.079440743384,0.003365699290,0.021699927469,0.895493629856
76.000000,0.081062769511,0.003117898739,0.019816623688,0.896002708062
77.000000,0.082742126067,0.002892582210,0.018110702473,0.896254589250
78.000000,0.084473581444,0.002687244435,0.016565126188,0.896274047933
