t,S,E,I,R
0.000000,0.999000000000,0.000000000000,0.001000000000,0.000000000000
1.000000,0.998500500000,0.000499500000,0.000857142857,0.000142857143
2.000000,0.998072962604,0.000760928786,0.000901193878,0.000264914733
3.000000,0.997623959776,0.000957014479,0.001026094824,0.000392930922
4.000000,0.997113207908,0.001149838043,0.001198514675,0.000538439373
5.000000,0.996517155679,0.001364086102,0.001410577641,0.000708180579
6.000000,0.995816263490,0.001612223143,0.001663761916,0.000907751450
7.000000,0.994990349893,0.001903216016,0.001963489357,0.001142944733
8.000000,0.994016654767,0.002245637159,0.002317396216,0.001420311858
9.000000,0.992868780815,0.002648856656,0.002734885334,0.001747477195
10.000000,0.991515877291,0.003123595571,0.003227139648,0.002133387491
11.000000,0.989921842089,0.003682277147,0.003807318222,0.002588562543
12.000000,0.988044460307,0.004339325165,0.004490841334,0.003125373194
13.000000,0.985834447522,0.005111458894,0.005295734294,0.003758359290
14.000000,0.983234385751,0.006017997909,0.006243020455,0.004504595885
15.000000,0.980177550919,0.007081174797,0.007357159693,0.005384114592
16.000000,0.976586640533,0.008326444582,0.008666528478,0.006420386406
17.000000,0.972372422667,0.009782771021,0.010203934509,0.007640871803
18.000000,0.967432344303,0.011482859607,0.012007153253,0.009077642838
19.000000,0.961649160347,0.013463293948,0.014119465514,0.010768080191
20.000000,0.954889675859,0.015764515376,0.016590163661,0.012755645103
21.000000,0.947003734831,0.018430564918,0.019474978740,0.015090721511
22.000000,0.937823640473,0.021508482080,0.022836360559,0.017831516888
23.000000,0.927164254546,0.025047227451,0.026743517363,0.021045000640
24.000000,0.914824095412,0.029095968304,0.031272090700,0.024807845584
25.000000,0.900587831070,0.033701543245,0.036503305272,0.029207320413
26.000000,0.884230634865,0.038904911758,0.042522395125,0.034342058253
27.000000,0.865524920477,0.044736410057,0.049416071169,0.040322598297
28.000000,0.844249972814,0.051209693906,0.057268769116,0.047271564163
29.000000,0.820204905564,0.058314374322,0.066157414354,0.055323305760
30.000000,0.793225158369,0.066007567444,0.076144479935,0.064622794252
31.000000,0.763202348542,0.074204903541,0.087269219568,0.075323528349
32.000000,0.730106677708,0.082771972359,0.099537156048,0.087584193885
