t,S,E,I,R
0,19980,0,20,0
1,19963,17,15,5
2,19954,19,20,7
3,19943,26,22,9
4,19923,38,26,13
5,19901,52,30,17
6,19883,54,41,22
7,19853,70,49,28
8,19822,84,63,31
9,19765,113,79,43
10,19700,151,97,52
11,19622,182,129,67
12,19516,244,156,84
13,19377,314,203,106
14,19207,393,265,135
15,18965,544,322,169
16,18709,640,428,223
17,18363,798,560,279
18,17875,1092,690,343
19,17319,1343,908,430
20,16643,1667,1133,557
21,15788,2065,1439,708
22,14783,2462,1877,878
23,13694,2861,2319,1126
24,12350,3417,2834,1399
25,10976,3780,3464,1780
26,9468,4217,4092,2223
27,7977,4507,4739,2777
28,6552,4668,5373,3407
29,5311,4601,5969,4119
30,4166,4410,6529,4895
31,3219,4078,6998,5705
32,2456,3711,7223,6610
33,1887,3211,7330,7572
34,1422,2799,7307,8472
35,1098,2342,7107,9453
36,867,1920,6855,10358
37,706,1564,6461,11269
38,570,1242,6026,12162
39,489,1020,5569,12922
40,434,830,5117,13619
41,402,672,4672,14254
42,387,552,4250,14811
43,382,445,3822,15351
44,362,371,3410,15857
45,376,282,3094,16248
46,388,237,2771,16604
47,394,203,2450,16953
48,424,163,2164,17249
49,446,147,1907,17500
50,487,128,1673,17712
51,511,113,1459,17917
52,556,100,1275,18069
53,595,83,1130,18192
54,645,75,994,18286
55,698,70,865,18367
56,739,68,747,18446
57,784,57,656,18503
58,829,56,577,18538
59,875,54,511,18560
60,940,51,455,18554
61,984,51,403,18562
62,1045,44,360,18551
63,1092,42,325,18541
64,1156,43,292,18509
65,1189,40,262,18509
66,1236,39,243,18482
67,1277,42,220,18461
68,1324,40,198,18438
69,1381,43,176,18400
70,1434,33,176,18357
71,1486,30,164,18320
72,1537,29,154,18280
73,1585,24,140,18251
74,1640,20,127,18213
75,1693,16,124,18167
76,1734,25,116,18125
77,1798,21,109,18072
78,1846,27,92,18035
79,1899,27,81,17993
80,1951,25,74,17950
81,2013,29,66,17892
82,2070,27,57,17846
83,2123,23,54,17800
84,2169,20,58,17753
85,2220,15,60,17705
86,2284,18,55,17643
87,2340,17,49,17594
88,2391,20,44,17545
89,2448,17,44,17491
90,2502,14,38,17446
91,2548,17,38,17397
92,2602,19,36,17343
93,2661,18,33,17288
94,2707,17,38,17238
95,2757,19,34,17190
96,2807,21,37,17135
97,2854,19,37,17090
98,2910,18,36,17036
99,2966,23,36,16975
100,3020,18,37,16925
101,3069,16,36,16879
102,3109,16,33,16842
103,3149,16,34,16801
104,3207,16,31,16746
105,3255,16,32,16697
106,3312,15,31,16642
107,3349,20,26,16605
108,3395,18,31,16556
109,3437,17,32,16514
110,3475,19,32,16474
111,3523,18,36,16423
112,3573,14,40,16373
113,3600,18,40,16342
114,3642,23,30,16305
115,3678,23,29,16270
116,3723,21,33,16223
117,3757,20,37,16186
118,3807,19,38,16136
119,3858,15,36,16091
120,3904,15,37,16044
121,3941,15,41,16003
122,3976,18,39,15967
123,4020,16,44,15920
124,4069,22,40,15869
125,4113,24,31,15832
126,4150,27,33,15790
127,4181,28,31,15760
128,4217,25,39,15719
129,4251,26,40,15683
130,4290,23,46,15641
131,4321,24,48,15607
132,4351,22,48,15579
133,4392,24,44,15540
134,4424,27,39,15510
135,4468,24,42,15466
136,4513,27,44,15416
137,4558,26,48,15368
138,4586,26,52,15336
139,4639,26,52,15283
140,4662,33,50,15255
141,4702,26,53,15219
142,4736,32,46,15186
143,4763,36,47,15154
144,4808,38,49,15105
145,4837,36,55,15072
146,4864,39,56,15041
147,4881,43,62,15014
148,4905,42,65,14988
149,4932,43,67,14958
