t,S,E,I,R
0,19980,0,20,0
1,19963,17,19,1
2,19944,35,16,5
3,19932,40,22,6
4,19916,49,28,7
5,19894,58,34,14
6,19866,73,44,17
7,19819,101,59,21
8,19749,124,102,25
9,19665,170,126,39
10,19580,201,163,56
11,19434,285,207,74
12,19275,351,284,90
13,19064,476,328,132
14,18776,623,429,172
15,18432,784,553,231
16,17961,1024,706,309
17,17430,1272,894,404
18,16701,1610,1175,514
19,15848,1995,1495,662
20,14855,2427,1877,841
21,13699,2912,2315,1074
22,12365,3393,2871,1371
23,10967,3854,3453,1726
24,9477,4248,4111,2164
25,7908,4553,4830,2709
26,6500,4649,5526,3325
27,5153,4740,6077,4030
28,3998,4541,6647,4814
29,3028,4270,7010,5692
30,2321,3768,7307,6604
31,1782,3297,7407,7514
32,1383,2759,7388,8470
33,1062,2339,7178,9421
34,836,1897,6938,10329
35,670,1587,6499,11244
36,546,1293,6107,12054
37,465,1054,5678,12803
38,425,848,5229,13498
39,401,664,4790,14145
40,375,545,4374,14706
41,370,453,3941,15236
42,370,361,3535,15734
43,389,293,3178,16140
44,404,236,2828,16532
45,410,211,2503,16876
46,437,185,2205,17173
47,451,162,1986,17401
48,485,139,1790,17586
49,520,121,1607,17752
50,562,105,1396,17937
51,608,97,1225,18070
52,628,91,1073,18208
53,681,85,961,18273
54,733,82,834,18351
55,788,77,743,18392
56,821,67,660,18452
57,861,66,585,18488
58,904,68,521,18507
59,947,58,480,18515
60,994,61,421,18524
61,1044,58,386,18512
62,1103,46,350,18501
63,1150,41,319,18490
64,1204,40,273,18483
65,1258,38,242,18462
66,1311,32,211,18446
67,1371,36,185,18408
68,1425,29,158,18388
69,1480,26,152,18342
70,1536,24,136,18304
71,1579,29,120,18272
72,1629,31,109,18231
73,1697,29,103,18171
74,1739,27,99,18135
75,1787,26,98,18089
76,1837,26,101,18036
77,1889,23,89,17999
78,1948,23,83,17946
79,2002,23,72,17903
80,2050,23,65,17862
81,2105,21,67,17807
82,2154,18,66,17762
83,2224,14,62,17700
84,2264,14,56,17666
85,2320,15,50,17615
86,2379,13,51,17557
87,2427,9,48,17516
88,2463,12,44,17481
89,2524,13,38,17425
90,2567,10,37,17386
91,2613,11,37,17339
92,2672,14,34,17280
93,2719,9,37,17235
94,2761,7,34,17198
95,2819,6,29,17146
96,2866,10,27,17097
97,2910,10,22,17058
98,2959,5,29,17007
99,3004,7,25,16964
100,3066,8,22,16904
101,3109,8,24,16859
102,3148,9,19,16824
103,3205,7,20,16768
104,3243,8,18,16731
105,3301,7,16,16676
106,3346,8,18,16628
107,3393,8,14,16585
108,3438,10,15,16537
109,3490,10,17,16483
110,3534,6,22,16438
111,3573,10,20,16397
112,3617,12,18,16353
113,3656,12,18,16314
114,3689,8,21,16282
115,3738,11,18,16233
116,3782,11,16,16191
117,3822,15,16,16147
118,3866,12,20,16102
119,3906,13,22,16059
120,3961,14,20,16005
121,4006,16,21,15957
122,4043,15,23,15919
123,4094,16,21,15869
124,4145,18,23,15814
125,4191,15,24,15770
126,4220,12,26,15742
127,4265,12,28,15695
128,4305,15,25,15655
129,4330,16,28,15626
130,4361,19,25,15595
131,4399,18,28,15555
132,4448,14,29,15509
133,4495,11,32,15462
134,4544,14,34,15408
135,4585,16,31,15368
136,4627,17,31,15325
137,4656,17,26,15301
138,4689,19,27,15265
139,4729,19,25,15227
140,4775,22,25,15178
141,4807,26,26,15141
142,4842,24,31,15103
143,4880,28,35,15057
144,4923,25,36,15016
145,4960,27,40,14973
146,4994,30,42,14934
147,5029,25,49,14897
148,5069,26,51,14854
149,5105,26,59,14810
150,5154,27,61,14758
151,5187,26,61,14726
152,5218,34,58,14690
153,5247,31,64,14658
154,5290,33,66,14611
155,5315,43,66,14576
156,5346,42,64,14548
157,5377,45,67,14511
158,5407,51,77,14465
159,5443,43,79,14435
160,5459,43,78,14420
161,5486,46,81,14387
162,5507,54,89,14350
163,5525,61,93,14321
164,5552,61,101,14286
165,5556,82,100,14262
166,5560,86,114,14240
167,5587,82,125,14206
168,5603,81,140,14176
169,5609,93,143,14155
170,5612,101,149,14138
171,5611,101,171,14117
172,5612,112,173,14103
173,5618,118,184,14080
174,5616,125,187,14072
175,5621,137,193,14049
176,5610,150,202,14038
177,5592,155,230,14023
178,5597,161,237,14005
179,5574,165,255,14006
180,5554,169,265,14012
181,5534,190,284,13992
182,5518,211,277,13994
183,5503,224,292,13981
184,5470,239,301,13990
185,5452,241,331,13976
186,5406,250,349,13995
187,5378,251,370,14001
188,5346,261,399,13994
189,5315,260,407,14018
190,5295,258,422,14025
191,5237,273,453,14037
192,5180,306,454,14060
193,5127,316,483,14074
194,5062,332,510,14096
195,4994,357,524,14125
196,4936,364,560,14140
197,4853,398,584,14165
198,4802,391,624,14183
199,4730,400,657,14213
200,4660,387,707,14246
201,4589,400,725,14286
202,4515,420,730,14335
203,4432,425,758,14385
204,4363,426,782,14429
205,4302,424,808,14466
206,4205,440,827,14528
207,4136,443,841,14580
208,4082,427,857,14634
209,4011,447,826,14716
210,3899,467,845,14789
211,3841,439,879,14841
212,3800,421,872,14907
213,3731,426,861,14982
214,3684,415,872,15029
215,3611,424,870,15095
216,3557,408,887,15148
217,3508,415,881,15196
218,3445,425,876,15254
219,3405,406,896,15293
220,3356,389,889,15366
221,3287,396,871,15446
222,3225,406,882,15487
223,3181,400,873,15546
224,3134,389,874,15603
225,3075,395,864,15666
226,3058,376,850,15716
227,3033,372,854,15741
228,3006,364,851,15779
229,2971,376,831,15822
230,2928,374,839,15859
231,2898,367,824,15911
232,2868,353,831,15948
233,2858,333,824,15985
234,2834,344,789,16033
235,2850,303,791,16056
236,2851,293,753,16103
