t,S,E,I,R
272,3448,172,447,15933
273,3473,187,435,15905
274,3505,201,434,15860
275,3546,193,432,15829
276,3566,196,412,15826
277,3612,190,420,15778
278,3660,181,432,15727
279,3670,186,428,15716
280,3685,204,423,15688
281,3708,206,419,15667
282,3743,200,422,15635
283,3781,184,423,15612
284,3797,200,420,15583
285,3826,201,417,15556
286,3852,211,403,15534
287,3873,218,415,15494
288,3888,215,427,15470
289,3906,202,434,15458
290,3920,227,444,15409
291,3933,233,446,15388
292,3959,247,440,15354
293,3986,236,459,15319
294,3986,237,475,15302
295,3982,240,477,15301
296,3993,261,481,15265
297,4006,264,477,15253
298,4025,257,480,15238
299,4046,240,502,15212
300,4060,239,509,15192
301,4044,275,520,15161
302,4057,283,528,15132
303,4095,269,532,15104
304,4124,278,525,15073
305,4124,278,519,15079
306,4141,289,531,15039
307,4152,285,535,15028
308,4147,288,542,15023
309,4153,289,566,14992
310,4140,283,579,14998
311,4133,291,608,14968
312,4122,287,613,14978
313,4095,317,627,14961
314,4095,327,639,14939
315,4087,310,661,14942
316,4095,317,655,14933
317,4084,328,651,14937
318,4083,328,630,14959
319,4078,320,630,14972
320,4059,323,635,14983
321,4074,306,648,14972
322,4057,323,656,14964
323,4030,359,644,14967
324,4012,364,668,14956
325,3999,348,686,14967
326,4016,333,684,14967
327,4004,351,680,14965
328,3990,353,685,14972
329,3968,360,709,14963
330,3946,365,713,14976
331,3919,366,722,14993
332,3917,354,740,14989
333,3872,369,745,15014
334,3845,369,733,15053
335,3854,365,731,15050
336,3833,370,755,15042
337,3824,364,758,15054
338,3787,388,763,15062
339,3769,391,782,15058
340,3750,402,789,15059
341,3726,389,819,15066
342,3692,410,813,15085
343,3658,427,792,15123
344,3634,436,811,15119
345,3604,437,838,15121
346,3605,403,842,15150
347,3564,407,841,15188
348,3547,397,827,15229
349,3538,386,818,15258
350,3537,408,781,15274
351,3546,375,809,15270
352,3520,385,807,15288
353,3528,361,815,15296
354,3517,374,814,15295
355,3487,403,799,15311
356,3492,388,798,15322
357,3451,391,811,15347
358,3430,380,796,15394
359,3407,388,803,15402
360,3389,397,797,15417
361,3379,395,800,15426
362,3374,372,826,15428
363,3363,372,812,15453
364,3357,362,815,15466
365,3355,354,814,15477
366,3350,335,831,15484
367,3329,368,791,15512
368,3347,346,783,15524
369,3330,354,775,15541
370,3317,331,782,15570
371,3324,343,769,15564
372,3321,348,773,15558
373,3347,328,769,15556
374,3347,335,741,15577
375,3359,325,720,15596
376,3368,328,715,15589
377,3376,312,710,15602
378,3382,317,704,15597
379,3394,301,721,15584
380,3399,312,731,15558
381,3397,312,707,15584
382,3405,325,692,15578
383,3439,309,693,15559
384,3456,298,695,15551
385,3457,296,689,15558
386,3483,288,689,15540
387,3493,301,677,15529
388,3520,298,648,15534
389,3514,290,642,15554
390,3534,307,617,15542
391,3571,300,591,15538
392,3625,281,597,15497
393,3659,290,598,15453
394,3648,311,604,15437
395,3664,301,609,15426
396,3677,308,614,15401
397,3675,308,611,15406
398,3680,312,607,15401
399,3685,307,620,15388
400,3704,299,615,15382
401,3693,307,622,15378
402,3680,315,628,15377
403,3689,300,646,15365
404,3685,314,631,15370
405,3695,335,614,15356
406,3713,312,629,15346
407,3744,288,631,15337
408,3740,300,611,15349
409,3738,300,619,15343
410,3750,275,628,15347
411,3754,281,647,15318
412,3751,293,642,15314
413,3742,306,616,15336
414,3739,305,624,15332
415,3754,312,595,15339
416,3768,313,603,15316
417,3786,294,617,15303
418,3811,280,613,15296
419,3833,283,618,15266
420,3835,273,630,15262
421,3855,270,630,15245
422,3847,295,618,15240
423,3832,303,608,15257
424,3850,287,615,15248
425,3888,290,597,15225
426,3923,305,573,15199
427,3936,304,565,15195
428,3927,299,606,15168
429,3923,304,605,15168
430,3927,312,614,15147
431,3947,297,617,15139
432,3958,305,613,15124
433,3937,311,636,15116
434,3941,304,650,15105
435,3932,318,655,15095
436,3940,324,661,15075
437,3907,356,661,15076
438,3904,343,685,15068
439,3887,347,712,15054
440,3886,355,706,15053
441,3890,353,689,15068
442,3868,355,700,15077
443,3851,375,698,15076
444,3851,371,716,15062
445,3835,370,719,15076
446,3842,356,733,15069
447,3830,355,748,15067
448,3816,371,723,15090
449,3820,360,732,15088
450,3806,351,724,15119
451,3781,360,740,15119
452,3776,362,729,15133
453,3740,391,727,15142
454,3736,400,732,15132
455,3713,391,764,15132
456,3696,371,790,15143
457,3679,390,794,15137
458,3680,395,778,15147
459,3691,367,788,15154
460,3657,388,806,15149
461,3649,392,795,15164
462,3620,396,799,15185
463,3617,374,829,15180
464,3564,371,845,15220
465,3558,370,829,15243
466,3532,388,837,15243
467,3477,422,841,15260
468,3451,404,856,15289
469,3423,409,834,15334
470,3411,409,823,15357
471,3373,435,829,15363
472,3332,420,849,15399
473,3308,415,856,15421
474,3286,393,868,15453
475,3273,371,879,15477
476,3246,384,865,15505
477,3226,382,863,15529
478,3214,380,859,15547
479,3222,370,842,15566
480,3210,367,847,15576
481,3225,352,837,15586
482,3204,342,827,15627
483,3199,349,849,15603
484,3198,351,835,15616
485,3179,370,814,15637
486,3176,348,829,15647
487,3163,350,819,15668
488,3181,318,837,15664
489,3195,308,832,15665
490,3202,324,803,15671
491,3171,358,755,15716
492,3169,356,739,15736
493,3184,348,742,15726
494,3180,354,715,15751
495,3217,326,722,15735
496,3204,333,727,15736
497,3216,335,697,15752
498,3222,324,710,15744
499,3213,337,687,15763
500,3197,320,685,15798
501,3198,308,708,15786
502,3218,296,700,15786
503,3244,279,697,15780
504,3272,282,673,15773
505,3287,286,659,15768
506,3299,276,653,15772
507,3308,275,643,15774
508,3308,294,635,15763
509,3318,288,638,15756
510,3367,288,621,15724
511,3391,283,610,15716
512,3421,303,590,15686
513,3433,277,629,15661
514,3446,269,631,15654
515,3462,271,606,15661
516,3476,265,594,15665
517,3489,276,586,15649
518,3517,263,589,15631
519,3560,253,586,15601
520,3582,259,583,15576
521,3592,260,588,15560
522,3632,263,579,15526
523,3654,270,577,15499
524,3670,273,580,15477
525,3693,275,585,15447
526,3724,260,579,15437
527,3774,253,567,15406
528,3794,269,568,15369
529,3770,293,565,15372
530,3790,296,582,15332
531,3806,303,581,15310
532,3815,318,569,15298
533,3821,315,592,15272
534,3848,308,587,15257
535,3847,312,586,15255
536,3845,301,602,15252
537,3860,301,608,15231
538,3878,317,594,15211
539,3877,304,621,15198
540,3883,306,613,15198
541,3887,300,652,15161
542,3900,309,669,15122
543,3886,326,646,15142
544,3873,312,659,15156
545,3851,353,634,15162
546,3861,334,659,15146
547,3858,336,640,15166
548,3851,344,646,15159
549,3844,353,648,15155
550,3859,350,651,15140
551,3840,349,676,15135
552,3860,330,692,15118
553,3860,345,688,15107
554,3863,341,720,15076
555,3861,339,714,15086
556,3875,326,737,15062
557,3844,348,740,15068
558,3848,348,752,15052
559,3843,347,741,15069
560,3813,383,718,15086
561,3815,388,710,15087
562,3813,383,732,15072
563,3802,394,721,15083
564,3803,367,755,15075
565,3771,378,760,15091
566,3756,347,801,15096
567,3757,351,787,15105
568,3752,356,769,15123
569,3748,353,778,15121
570,3753,360,765,15122
571,3725,363,764,15148
572,3737,378,748,15137
573,3716,395,757,15132
574,3700,397,755,15148
575,3666,403,763,15168
576,3655,373,792,15180
577,3639,394,799,15168
578,3636,391,785,15188
579,3638,387,794,15181
580,3603,391,795,15211
581,3583,390,810,15217
582,3567,400,805,15228
583,3568,386,838,15208
584,3559,400,828,15213
585,3532,403,828,15237
586,3507,393,843,15257
587,3498,384,841,15277
588,3471,387,833,15309
589,3468,400,824,15308
590,3448,407,813,15332
591,3460,375,803,15362
592,3467,371,804,15358
593,3458,355,819,15368
594,3454,359,783,15404
595,3438,369,767,15426
596,3443,375,738,15444
597,3466,357,750,15427
598,3468,362,739,15431
599,3481,362,735,15422
600,3487,343,747,15423
601,3489,350,741,15420
602,3514,322,747,15417
603,3485,352,741,15422
604,3463,378,732,15427
605,3467,386,729,15418
606,3467,389,724,15420
607,3469,358,754,15419
608,3471,362,753,15414
609,3469,363,743,15425
610,3486,338,753,15423
611,3470,365,744,15421
612,3449,370,759,15422
613,3463,346,762,15429
614,3462,331,769,15438
615,3461,332,770,15437
616,3442,349,749,15460
617,3429,353,731,15487
618,3424,360,736,15480
619,3419,375,717,15489
620,3429,347,742,15482
621,3430,359,728,15483
622,3441,332,729,15498
623,3434,345,736,15485
624,3448,348,717,15487
625,3475,343,701,15481
626,3491,327,715,15467
627,3500,324,724,15452
628,3516,340,725,15419
629,3514,351,724,15411
630,3517,351,716,15416
631,3541,336,733,15390
632,3528,343,741,15388
633,3531,346,722,15401
634,3554,318,723,15405
635,3559,310,723,15408
636,3543,314,720,15423
637,3557,305,716,15422
638,3550,326,699,15425
639,3568,319,696,15417
640,3587,325,692,15396
641,3609,333,685,15373
642,3643,310,696,15351
643,3657,310,670,15363
644,3684,317,657,15342
645,3677,319,652,15352
646,3697,306,664,15333
647,3706,330,671,15293
648,3716,315,683,15286
649,3721,318,679,15282
650,3708,318,695,15279
651,3694,338,692,15276
652,3700,330,696,15274
653,3723,309,706,15262
654,3738,317,682,15263
655,3727,328,678,15267
656,3724,317,692,15267
657,3752,319,676,15253
658,3744,343,654,15259
659,3762,325,668,15245
660,3754,313,669,15264
661,3753,328,669,15250
662,3762,316,691,15231
663,3774,313,681,15232
664,3772,324,671,15233
665,3765,315,695,15225
666,3754,342,681,15223
667,3764,331,711,15194
668,3772,336,709,15183
669,3763,346,722,15169
670,3733,359,714,15194
671,3746,357,688,15209
672,3749,336,682,15233
673,3740,354,684,15222
674,3740,362,688,15210
675,3746,360,693,15201
676,3755,334,708,15203
677,3753,335,709,15203
678,3763,317,718,15202
679,3760,333,718,15189
680,3766,345,727,15162
681,3776,349,723,15152
682,3788,327,739,15146
683,3775,353,711,15161
684,3784,330,731,15155
685,3767,352,716,15165
686,3732,362,717,15189
687,3739,351,718,15192
688,3742,357,706,15195
689,3729,359,702,15210
690,3725,379,705,15191
691,3714,367,746,15173
692,3702,379,753,15166
693,3675,373,756,15196
694,3684,363,779,15174
695,3670,364,790,15176
696,3639,371,780,15210
697,3624,376,781,15219
698,3619,381,782,15218
699,3591,389,790,15230
700,3572,399,790,15239
701,3578,380,804,15238
702,3540,378,806,15276
703,3542,385,806,15267
704,3537,386,806,15271
705,3525,388,797,15290
706,3514,381,807,15298
707,3518,361,815,15306
708,3502,369,807,15322
709,3493,370,797,15340
710,3489,368,779,15364
711,3472,360,787,15381
712,3463,355,769,15413
713,3466,333,798,15403
714,3440,355,783,15422
715,3437,367,770,15426
716,3418,369,779,15434
717,3419,368,771,15442
718,3413,370,770,15447
719,3432,355,773,15440
720,3406,350,778,15466
721,3389,361,764,15486
722,3370,357,753,15520
723,3378,350,742,15530
724,3368,346,735,15551
725,3367,338,728,15567
726,3359,345,718,15578
727,3364,337,705,15594
728,3360,323,703,15614
729,3370,329,687,15614
730,3366,323,678,15633
