t,S,E,I,R
0,19980,0,20,0
1,19966,14,18,2
2,19954,25,18,3
3,19936,37,23,4
4,19911,51,33,5
5,19887,59,42,12
6,19856,71,53,20
7,19808,99,65,28
8,19754,130,81,35
9,19685,161,107,47
10,19596,200,138,66
11,19458,278,175,89
12,19303,347,246,104
13,19116,442,307,135
14,18861,557,409,173
15,18517,737,510,236
16,18063,987,643,307
17,17519,1272,821,388
18,16894,1520,1091,495
19,16101,1904,1374,621
20,15130,2325,1765,780
21,14009,2807,2182,1002
22,12750,3330,2605,1315
23,11423,3749,3206,1622
24,9931,4224,3795,2050
25,8404,4578,4443,2575
26,6998,4675,5171,3156
27,5665,4700,5752,3883
28,4469,4537,6334,4660
29,3485,4285,6734,5496
30,2657,3936,7056,6351
31,2039,3448,7253,7260
32,1548,2987,7271,8194
33,1226,2510,7174,9090
34,946,2052,6933,10069
35,756,1712,6570,10962
36,621,1417,6154,11808
37,525,1165,5672,12638
38,462,963,5204,13371
39,429,783,4771,14017
40,387,627,4381,14605
41,369,507,3973,15151
42,370,428,3601,15601
43,376,341,3269,16014
44,388,284,2941,16387
45,399,239,2600,16762
46,427,189,2307,17077
47,450,175,2048,17327
48,478,152,1833,17537
49,506,140,1655,17699
50,545,116,1487,17852
51,589,109,1290,18012
52,618,109,1159,18114
53,660,99,1022,18219
54,699,96,936,18269
55,735,81,844,18340
56,786,82,750,18382
57,829,76,652,18443
58,876,62,585,18477
59,926,59,518,18497
60,982,59,470,18489
61,1028,62,406,18504
62,1078,55,362,18505
63,1123,47,326,18504
64,1190,44,289,18477
65,1248,48,251,18453
66,1308,46,231,18415
67,1371,42,204,18383
68,1417,40,183,18360
69,1482,44,149,18325
70,1541,44,132,18283
71,1617,37,123,18223
72,1674,32,115,18179
73,1725,26,104,18145
74,1783,19,99,18099
75,1855,24,87,18034
76,1919,22,80,17979
77,1972,21,72,17935
78,2030,18,66,17886
79,2079,21,56,17844
80,2138,17,55,17790
81,2192,14,54,17740
82,2256,13,49,17682
83,2302,13,48,17637
84,2351,16,43,17590
85,2402,15,40,17543
86,2447,14,38,17501
87,2505,12,33,17450
88,2548,11,26,17415
89,2607,9,28,17356
90,2652,9,25,17314
91,2708,6,21,17265
92,2770,5,21,17204
93,2824,8,19,17149
94,2861,8,17,17114
95,2910,11,18,17061
96,2959,13,22,17006
97,3005,16,22,16957
98,3053,11,23,16913
99,3098,10,25,16867
100,3143,10,20,16827
101,3185,12,21,16782
102,3241,12,21,16726
103,3295,11,24,16670
104,3344,12,21,16623
105,3402,12,20,16566
106,3450,13,20,16517
107,3500,10,23,16467
108,3543,7,23,16427
109,3578,9,20,16393
110,3636,11,19,16334
111,3674,8,17,16301
112,3715,11,16,16258
113,3769,14,13,16204
114,3818,11,15,16156
115,3865,8,16,16111
116,3909,9,17,16065
117,3958,9,18,16015
118,4011,6,20,15963
119,4060,5,21,15914
120,4105,7,23,15865
121,4130,8,24,15838
122,4185,6,24,15785
123,4229,7,26,15738
124,4281,8,22,15689
125,4320,12,22,15646
126,4360,11,23,15606
127,4393,14,24,15569
128,4445,13,25,15517
129,4492,12,29,15467
130,4530,17,29,15424
131,4567,17,30,15386
132,4610,17,30,15343
133,4653,17,26,15304
134,4696,15,31,15258
135,4738,14,32,15216
136,4769,13,31,15187
137,4806,24,28,15142
138,4843,25,27,15105
139,4879,23,31,15067
140,4918,23,31,15028
141,4950,25,30,14995
142,4990,19,34,14957
143,5024,15,37,14924
144,5065,14,34,14887
145,5101,13,30,14856
146,5136,20,30,14814
147,5187,19,27,14767
148,5213,20,28,14739
149,5250,24,29,14697
150,5275,26,31,14668
151,5301,30,33,14636
152,5331,26,36,14607
153,5364,29,44,14563
154,5402,31,45,14522
155,5423,34,48,14495
156,5451,41,50,14458
157,5470,44,58,14428
158,5505,42,66,14387
159,5530,43,72,14355
160,5561,48,75,14316
161,5581,50,88,14281
162,5592,55,88,14265
163,5623,53,92,14232
164,5629,72,90,14209
165,5652,73,93,14182
166,5673,88,100,14139
167,5687,79,121,14113
168,5708,67,135,14090
169,5722,79,133,14066
170,5738,82,135,14045
171,5734,87,148,14031
172,5746,95,147,14012
173,5749,109,148,13994
174,5740,125,156,13979
175,5749,126,168,13957
176,5751,128,179,13942
177,5757,134,186,13923
178,5749,142,198,13911
179,5759,152,199,13890
180,5770,140,205,13885
181,5766,157,219,13858
182,5752,168,230,13850
183,5732,176,237,13855
184,5712,190,249,13849
185,5696,191,274,13839
186,5682,201,289,13828
187,5661,210,304,13825
188,5653,212,310,13825
189,5630,202,337,13831
190,5617,203,342,13838
191,5569,229,353,13849
192,5520,236,381,13863
193,5472,262,374,13892
194,5411,271,416,13902
195,5367,300,433,13900
196,5316,293,459,13932
197,5257,327,477,13939
198,5197,336,494,13973
199,5141,332,519,14008
200,5077,330,539,14054
201,5044,320,565,14071
202,5014,307,563,14116
203,4941,317,579,14163
204,4871,343,578,14208
205,4803,352,589,14256
206,4732,365,621,14282
207,4691,371,622,14316
208,4619,391,626,14364
209,4563,402,632,14403
210,4522,372,663,14443
211,4452,385,666,14497
212,4391,371,712,14526
213,4294,403,708,14595
214,4248,398,721,14633
215,4192,397,740,14671
216,4118,429,738,14715
217,4055,425,765,14755
218,4010,429,754,14807
219,3936,425,789,14850
220,3877,439,788,14896
221,3834,423,788,14955
222,3788,421,812,14979
223,3714,422,818,15046
224,3671,420,821,15088
225,3633,407,807,15153
226,3585,421,819,15175
227,3531,414,828,15227
228,3503,389,835,15273
229,3481,390,818,15311
230,3432,382,838,15348
231,3393,382,827,15398
232,3328,385,833,15454
233,3297,357,834,15512
234,3268,358,818,15556
235,3248,353,808,15591
236,3239,343,781,15637
237,3225,340,769,15666
238,3193,338,765,15704
239,3159,357,772,15712
240,3131,347,750,15772
241,3127,325,746,15802
242,3139,300,725,15836
243,3138,273,730,15859
244,3133,263,714,15890
245,3128,275,700,15897
246,3122,274,670,15934
247,3122,289,642,15947
248,3136,290,618,15956
249,3134,276,625,15965
250,3117,278,594,16011
251,3142,283,579,15996
252,3146,265,584,16005
253,3161,261,571,16007
254,3178,255,555,16012
255,3177,252,531,16040
256,3213,268,514,16005
257,3223,265,514,15998
258,3263,250,521,15966
259,3287,234,511,15968
260,3334,228,491,15947
261,3364,211,486,15939
262,3363,214,507,15916
263,3382,220,490,15908
264,3409,216,460,15915
265,3446,218,456,15880
266,3468,231,439,15862
267,3496,235,429,15840
268,3524,236,431,15809
269,3558,213,444,15785
270,3597,207,439,15757
271,3601,224,440,15735
272,3621,234,435,15710
273,3655,208,462,15675
274,3658,222,472,15648
275,3640,249,461,15650
276,3648,256,450,15646
277,3673,253,468,15606
278,3714,234,484,15568
279,3728,227,490,15555
280,3777,235,484,15504
281,3776,251,494,15479
282,3796,238,510,15456
283,3815,238,517,15430
284,3830,242,522,15406
285,3832,234,517,15417
286,3848,248,514,15390
287,3859,253,504,15384
288,3870,256,509,15365
289,3873,279,486,15362
290,3882,282,493,15343
291,3881,282,516,15321
292,3910,271,526,15293
293,3926,264,534,15276
294,3939,258,532,15271
295,3943,251,531,15275
296,3943,269,532,15256
297,3962,271,504,15263
298,3979,267,483,15271
299,3979,250,502,15269
300,3996,230,518,15256
301,4007,229,518,15246
302,3998,242,499,15261
303,4000,266,482,15252
304,4024,251,487,15238
305,4027,271,481,15221
306,4059,267,484,15190
307,4083,243,506,15168
308,4087,251,516,15146
309,4105,247,515,15133
310,4116,271,499,15114
311,4106,301,472,15121
312,4128,305,478,15089
313,4118,319,495,15068
314,4134,296,521,15049
315,4148,281,548,15023
316,4157,263,561,15019
317,4145,275,569,15011
318,4163,289,573,14975
319,4160,279,577,14984
320,4148,297,565,14990
321,4116,322,571,14991
322,4102,327,582,14989
323,4108,292,622,14978
324,4096,296,627,14981
325,4105,304,621,14970
326,4078,314,641,14967
327,4080,320,642,14958
328,4078,313,650,14959
329,4053,337,658,14952
330,4020,346,668,14966
331,4008,365,660,14967
332,4004,368,673,14955
333,3979,374,686,14961
334,3964,373,712,14951
335,3955,380,699,14966
336,3927,388,701,14984
337,3896,367,729,15008
338,3863,388,707,15042
339,3857,374,715,15054
340,3861,360,734,15045
341,3824,374,721,15081
342,3815,379,722,15084
343,3796,366,727,15111
344,3779,365,733,15123
345,3781,378,728,15113
346,3768,378,737,15117
347,3748,368,746,15138
348,3754,352,757,15137
349,3703,390,738,15169
350,3712,360,769,15159
351,3670,398,755,15177
352,3648,417,760,15175
353,3621,407,771,15201
354,3606,386,791,15217
355,3617,404,775,15204
356,3628,384,791,15197
357,3628,401,798,15173
358,3593,425,801,15181
359,3576,421,807,15196
360,3576,395,830,15199
361,3569,386,830,15215
362,3554,393,811,15242
363,3532,415,808,15245
364,3529,417,799,15255
365,3491,431,810,15268
366,3474,437,817,15272
367,3451,437,835,15277
368,3421,442,855,15282
369,3392,438,849,15321
370,3369,435,830,15366
371,3371,384,863,15382
372,3348,404,848,15400
373,3349,386,831,15434
374,3318,414,813,15455
375,3309,407,826,15458
376,3330,377,824,15469
377,3334,385,818,15463
378,3335,382,796,15487
379,3335,347,804,15514
380,3359,331,778,15532
381,3365,342,759,15534
382,3383,332,754,15531
383,3377,342,751,15530
384,3380,325,772,15523
385,3386,322,751,15541
386,3378,343,743,15536
387,3400,327,721,15552
388,3426,304,735,15535
389,3427,308,731,15534
390,3439,316,715,15530
391,3424,324,722,15530
392,3431,318,721,15530
393,3425,325,718,15532
394,3425,338,698,15539
395,3447,305,703,15545
396,3450,321,676,15553
397,3424,330,677,15569
398,3462,314,662,15562
399,3457,340,638,15565
400,3490,315,627,15568
401,3503,307,632,15558
402,3507,293,636,15564
403,3521,291,636,15552
404,3526,294,639,15541
405,3552,280,629,15539
406,3553,288,615,15544
407,3559,296,597,15548
408,3557,294,605,15544
409,3579,280,627,15514
410,3569,299,603,15529
411,3553,317,600,15530
