t,S,E,I,R
0,19980,0,20,0
1,19968,12,16,4
2,19951,26,18,5
3,19942,27,25,6
4,19928,33,26,13
5,19908,40,34,18
6,19889,49,43,19
7,19843,74,55,28
8,19788,107,71,34
9,19735,131,91,43
10,19671,162,112,55
11,19566,216,148,70
12,19428,298,189,85
13,19272,374,231,123
14,19079,481,285,155
15,18852,560,384,204
16,18528,742,473,257
17,18152,902,606,340
18,17642,1145,783,430
19,17035,1444,976,545
20,16301,1780,1244,675
21,15449,2127,1597,827
22,14371,2581,2015,1033
23,13174,3052,2475,1299
24,11895,3424,3049,1632
25,10422,3968,3589,2021
26,8903,4385,4204,2508
27,7452,4540,4926,3082
28,6080,4686,5483,3751
29,4798,4695,6038,4469
30,3753,4372,6599,5276
31,2863,3994,7031,6112
32,2218,3510,7242,7030
33,1685,3117,7232,7966
34,1281,2626,7171,8922
35,975,2206,6981,9838
36,787,1792,6681,10740
37,657,1416,6353,11574
38,565,1125,5913,12397
39,510,895,5441,13154
40,470,719,5008,13803
41,416,617,4549,14418
42,419,481,4128,14972
43,406,410,3725,15459
44,406,336,3345,15913
45,420,288,2961,16331
46,429,246,2642,16683
47,446,209,2367,16978
48,490,183,2101,17226
49,503,171,1874,17452
50,537,145,1677,17641
51,570,132,1494,17804
52,623,105,1329,17943
53,676,100,1186,18038
54,721,102,1055,18122
55,780,84,955,18181
56,834,87,862,18217
57,862,87,769,18282
58,934,80,688,18298
59,955,85,605,18355
60,997,79,540,18384
61,1035,74,484,18407
62,1080,73,416,18431
63,1127,68,364,18441
64,1163,69,337,18431
65,1206,66,314,18414
66,1266,66,281,18387
67,1327,57,265,18351
68,1382,56,244,18318
69,1442,49,237,18272
70,1489,47,210,18254
71,1539,39,190,18232
72,1581,42,176,18201
73,1632,41,167,18160
74,1681,38,155,18126
75,1738,39,142,18081
76,1782,41,118,18059
77,1837,35,111,18017
78,1882,41,97,17980
79,1925,40,99,17936
80,1997,37,102,17864
81,2056,32,97,17815
82,2113,33,91,17763
83,2162,27,87,17724
84,2224,21,82,17673
85,2286,23,75,17616
86,2346,20,76,17558
87,2385,25,70,17520
88,2433,27,72,17468
89,2471,28,68,17433
90,2522,22,67,17389
91,2573,21,64,17342
92,2627,17,65,17291
93,2670,20,60,17250
94,2724,21,52,17203
95,2774,26,52,17148
96,2848,20,53,17079
97,2902,25,51,17022
98,2950,19,52,16979
99,2996,28,45,16931
100,3042,24,44,16890
101,3084,24,40,16852
102,3130,22,45,16803
103,3171,24,44,16761
104,3225,22,45,16708
105,3278,23,44,16655
106,3326,20,48,16606
107,3374,22,45,16559
108,3422,11,50,16517
109,3466,13,41,16480
110,3507,18,33,16442
111,3554,18,30,16398
112,3606,13,35,16346
113,3657,15,32,16296
114,3695,14,33,16258
115,3754,16,31,16199
116,3805,18,29,16148
117,3856,16,25,16103
118,3908,14,23,16055
119,3950,17,21,16012
120,3989,16,21,15974
121,4028,13,24,15935
122,4081,13,28,15878
123,4136,13,28,15823
124,4179,15,27,15779
125,4222,16,26,15736
126,4275,16,26,15683
127,4320,11,33,15636
128,4367,13,31,15589
129,4412,16,29,15543
130,4462,16,27,15495
131,4506,17,26,15451
132,4550,15,29,15406
133,4580,14,29,15377
134,4611,16,33,15340
135,4655,18,34,15293
136,4682,20,34,15264
137,4721,26,35,15218
138,4762,26,35,15177
139,4804,29,34,15133
140,4844,22,41,15093
141,4878,29,48,15045
142,4902,33,51,15014
143,4949,32,51,14968
144,4994,37,43,14926
145,5037,38,46,14879
146,5078,37,49,14836
147,5110,38,52,14800
148,5145,31,54,14770
149,5169,36,48,14747
150,5197,38,50,14715
151,5226,32,59,14683
152,5272,31,65,14632
153,5289,42,61,14608
154,5311,49,66,14574
155,5359,45,69,14527
156,5387,47,73,14493
157,5423,39,84,14454
158,5436,45,91,14428
159,5454,50,89,14407
160,5465,53,91,14391
161,5490,57,92,14361
162,5506,57,107,14330
163,5538,69,100,14293
164,5562,72,109,14257
165,5587,70,120,14223
166,5590,66,128,14216
167,5599,71,132,14198
168,5611,76,137,14176
169,5632,87,130,14151
170,5653,86,138,14123
171,5670,89,148,14093
172,5665,108,153,14074
173,5669,108,172,14051
174,5682,105,177,14036
175,5690,117,184,14009
176,5685,118,191,14006
177,5684,125,197,13994
178,5683,132,213,13972
179,5677,143,217,13963
180,5658,155,223,13964
181,5669,157,234,13940
182,5676,156,253,13915
183,5657,176,253,13914
184,5648,185,264,13903
185,5635,191,280,13894
186,5627,190,280,13903
187,5617,173,309,13901
188,5590,188,318,13904
189,5572,209,331,13888
190,5525,232,349,13894
191,5503,239,371,13887
192,5468,248,385,13899
193,5433,258,402,13907
194,5408,251,430,13911
195,5356,280,448,13916
196,5328,269,480,13923
197,5257,296,500,13947
198,5208,321,502,13969
199,5128,355,517,14000
200,5070,360,554,14016
201,4997,366,591,14046
202,4923,376,615,14086
203,4849,389,648,14114
204,4773,418,657,14152
205,4694,431,689,14186
206,4630,435,707,14228
207,4559,421,735,14285
208,4472,428,783,14317
209,4399,431,783,14387
210,4331,429,792,14448
211,4250,433,807,14510
212,4143,470,825,14562
213,4063,492,829,14616
214,3971,493,852,14684
215,3898,478,879,14745
216,3861,449,908,14782
217,3798,437,921,14844
218,3718,448,905,14929
219,3657,441,905,14997
220,3575,466,901,15058
221,3506,462,913,15119
222,3445,460,924,15171
223,3413,447,929,15211
224,3338,440,935,15287
225,3284,425,915,15376
226,3238,422,914,15426
227,3193,413,903,15491
228,3139,415,908,15538
229,3110,405,882,15603
230,3090,389,879,15642
231,3051,370,898,15681
232,3037,349,872,15742
233,3008,359,859,15774
234,2976,346,867,15811
235,2983,330,850,15837
236,2936,361,794,15909
237,2924,341,805,15930
238,2901,339,774,15986
239,2895,334,755,16016
240,2890,318,744,16048
241,2884,305,725,16086
242,2908,279,708,16105
243,2881,288,696,16135
244,2884,290,686,16140
245,2889,253,682,16176
246,2901,254,670,16175
247,2914,245,658,16183
248,2907,247,631,16215
249,2936,249,592,16223
250,2970,250,581,16199
251,2956,252,571,16221
252,2958,247,560,16235
253,2977,238,551,16234
254,2981,247,530,16242
255,3020,225,525,16230
256,3071,209,517,16203
257,3077,228,500,16195
258,3114,215,492,16179
259,3147,226,483,16144
260,3180,216,485,16119
261,3220,210,471,16099
262,3247,209,443,16101
263,3291,210,431,16068
264,3315,189,449,16047
265,3365,172,443,16020
266,3393,174,431,16002
267,3412,180,415,15993
268,3453,174,417,15956
269,3477,172,417,15934
270,3487,189,411,15913
271,3491,191,414,15904
272,3527,205,397,15871
273,3586,194,396,15824
274,3636,189,392,15783
275,3671,179,398,15752
276,3702,196,376,15726
277,3730,194,382,15694
278,3789,181,391,15639
279,3825,191,393,15591
280,3863,183,425,15529
281,3904,183,419,15494
282,3917,186,425,15472
283,3931,191,420,15458
284,3950,200,404,15446
285,3966,202,398,15434
286,3982,206,404,15408
287,3996,212,423,15369
288,4007,222,437,15334
289,4018,238,439,15305
290,4042,225,454,15279
291,4041,252,440,15267
292,4045,249,437,15269
293,4047,263,441,15249
294,4061,256,457,15226
295,4082,260,468,15190
296,4089,263,453,15195
297,4084,271,473,15172
298,4088,294,474,15144
299,4089,299,485,15127
300,4111,304,485,15100
