t,S_mean,E_mean,I_mean,R_mean
97,2968.0,11.666666666666666,35.666666666666664,16984.666666666668
98,3011.0,12.666666666666666,34.333333333333336,16942.0
99,3059.0,13.666666666666666,35.333333333333336,16892.0
100,3113.6666666666665,12.0,33.666666666666664,16840.666666666668
101,3168.3333333333335,13.333333333333334,30.333333333333332,16788.0
102,3217.3333333333335,13.666666666666666,29.333333333333332,16739.666666666668
103,3254.3333333333335,13.666666666666666,31.333333333333332,16700.666666666668
104,3301.0,15.0,29.666666666666668,16654.333333333332
105,3349.0,13.666666666666666,27.333333333333332,16610.0
106,3392.6666666666665,14.333333333333334,26.0,16567.0
107,3433.0,14.0,27.0,16526.0
108,3478.6666666666665,15.333333333333334,23.666666666666668,16482.333333333332
109,3528.6666666666665,13.333333333333334,25.666666666666668,16432.333333333332
110,3571.0,14.0,28.333333333333332,16386.666666666668
111,3616.6666666666665,14.0,30.0,16339.333333333334
112,3659.6666666666665,15.0,29.333333333333332,16296.0
113,3702.6666666666665,16.666666666666668,29.333333333333332,16251.333333333334
114,3749.0,15.333333333333334,28.666666666666668,16207.0
115,3790.6666666666665,15.333333333333334,31.333333333333332,16162.666666666666
116,3833.0,14.0,32.333333333333336,16120.666666666666
117,3871.3333333333335,14.0,33.333333333333336,16081.333333333334
118,3917.3333333333335,12.0,33.666666666666664,16037.0
119,3965.3333333333335,11.666666666666666,30.333333333333332,15992.666666666666
120,4011.3333333333335,10.333333333333334,30.0,15948.333333333334
121,4055.0,8.666666666666666,29.333333333333332,15907.0
122,4094.6666666666665,11.666666666666666,25.666666666666668,15868.0
123,4134.0,11.0,26.0,15829.0
124,4178.333333333333,12.666666666666666,26.333333333333332,15782.666666666666
125,4226.0,12.333333333333334,28.0,15733.666666666666
126,4264.666666666667,12.0,27.0,15696.333333333334
127,4305.0,10.333333333333334,29.666666666666668,15655.0
128,4349.666666666667,13.666666666666666,27.0,15609.666666666666
129,4389.0,14.333333333333334,26.666666666666668,15570.0
130,4430.666666666667,13.666666666666666,27.666666666666668,15528.0
131,4468.0,14.333333333333334,28.333333333333332,15489.333333333334
132,4506.666666666667,18.333333333333332,27.666666666666668,15447.333333333334
133,4542.0,16.333333333333332,32.0,15409.666666666666
134,4584.666666666667,13.666666666666666,33.0,15368.666666666666
135,4622.0,16.666666666666668,30.333333333333332,15331.0
136,4665.333333333333,15.333333333333334,31.333333333333332,15288.0
137,4705.0,15.333333333333334,32.666666666666664,15247.0
138,4740.666666666667,14.666666666666666,31.333333333333332,15213.333333333334
139,4777.0,19.0,30.333333333333332,15173.666666666666
140,4811.0,17.0,34.333333333333336,15137.666666666666
141,4845.333333333333,19.333333333333332,36.666666666666664,15098.666666666666
142,4880.666666666667,19.666666666666668,37.666666666666664,15062.0
143,4921.333333333333,19.333333333333332,37.0,15022.333333333334
144,4956.333333333333,21.0,38.333333333333336,14984.333333333334
145,4994.0,22.666666666666668,39.0,14944.333333333334
146,5038.333333333333,23.333333333333332,35.666666666666664,14902.666666666666
147,5076.333333333333,24.0,35.333333333333336,14864.333333333334
148,5108.333333333333,25.0,38.0,14828.666666666666
149,5133.333333333333,27.0,39.666666666666664,14800.0
150,5173.0,27.666666666666668,39.666666666666664,14759.666666666666
151,5205.0,30.0,40.666666666666664,14724.333333333334
152,5237.666666666667,31.666666666666668,42.666666666666664,14688.0
153,5268.0,35.0,45.666666666666664,14651.333333333334
154,5304.0,36.333333333333336,48.333333333333336,14611.333333333334
155,5337.0,34.666666666666664,53.666666666666664,14574.666666666666
156,5361.0,35.333333333333336,57.666666666666664,14546.0
157,5387.666666666667,37.0,61.0,14514.333333333334
158,5418.333333333333,37.666666666666664,64.33333333333333,14479.666666666666
159,5445.333333333333,42.666666666666664,66.66666666666667,14445.333333333334
160,5473.333333333333,47.0,62.666666666666664,14417.0
161,5497.0,48.666666666666664,68.33333333333333,14386.0
162,5529.0,51.333333333333336,70.66666666666667,14349.0
163,5560.333333333333,49.333333333333336,75.66666666666667,14314.666666666666
164,5584.0,55.333333333333336,74.0,14286.666666666666
165,5609.333333333333,50.666666666666664,82.33333333333333,14257.666666666666
166,5636.666666666667,56.333333333333336,86.66666666666667,14220.333333333334
167,5668.333333333333,56.333333333333336,92.66666666666667,14182.666666666666
168,5683.333333333333,66.66666666666667,97.0,14153.0
169,5703.666666666667,72.0,103.66666666666667,14120.666666666666
170,5722.666666666667,72.33333333333333,112.0,14093.0
171,5745.333333333333,76.0,114.66666666666667,14064.0
172,5757.666666666667,74.66666666666667,125.33333333333333,14042.333333333334
173,5773.666666666667,84.33333333333333,130.66666666666666,14011.333333333334
174,5794.666666666667,88.33333333333333,138.33333333333334,13978.666666666666
175,5812.666666666667,90.66666666666667,142.66666666666666,13954.0
176,5812.666666666667,106.66666666666667,144.33333333333334,13936.333333333334
177,5817.333333333333,100.66666666666667,160.66666666666666,13921.333333333334
178,5816.333333333333,111.33333333333333,169.33333333333334,13903.0
