t,S,E,I,R
412,3714,332,640,15314
413,3715,329,652,15304
414,3715,336,653,15296
415,3738,344,654,15264
416,3720,351,656,15273
417,3693,343,674,15290
418,3701,335,683,15281
419,3708,325,679,15288
420,3695,335,680,15290
421,3693,355,662,15290
422,3692,361,672,15275
423,3724,338,668,15270
424,3713,346,680,15261
425,3719,324,689,15268
426,3697,356,668,15279
427,3733,330,677,15260
428,3717,337,679,15267
429,3736,333,660,15271
430,3740,318,667,15275
431,3743,321,668,15268
432,3741,332,654,15273
433,3771,334,635,15260
434,3767,345,641,15247
435,3777,344,648,15231
436,3776,335,664,15225
437,3790,318,673,15219
438,3782,335,668,15215
439,3768,334,671,15227
440,3748,341,673,15238
441,3755,336,680,15229
442,3758,333,692,15217
443,3771,337,700,15192
444,3763,340,707,15190
445,3749,339,701,15211
446,3736,338,725,15201
447,3737,346,721,15196
448,3754,353,697,15196
449,3746,359,719,15176
450,3742,348,716,15194
451,3743,329,732,15196
452,3749,330,700,15221
453,3738,342,682,15238
454,3725,335,718,15222
455,3684,351,693,15272
456,3695,359,695,15251
457,3691,350,706,15253
458,3677,348,722,15253
459,3658,361,732,15249
460,3662,345,767,15226
461,3613,394,752,15241
462,3611,378,766,15245
463,3616,378,755,15251
464,3589,392,758,15261
465,3564,401,748,15287
466,3559,394,760,15287
467,3524,407,776,15293
468,3516,390,803,15291
469,3465,431,799,15305
470,3454,399,809,15338
471,3442,381,827,15350
472,3411,380,811,15398
473,3395,366,826,15413
474,3391,354,832,15423
475,3389,349,799,15463
476,3375,352,780,15493
477,3358,349,761,15532
478,3349,357,752,15542
479,3368,347,744,15541
480,3364,342,750,15544
481,3362,325,771,15542
482,3364,330,755,15551
483,3339,356,752,15553
484,3359,348,747,15546
485,3387,321,747,15545
486,3393,317,725,15565
487,3402,340,683,15575
488,3418,321,685,15576
489,3406,334,665,15595
490,3413,332,651,15604
491,3425,312,694,15569
492,3455,308,693,15544
493,3479,324,673,15524
494,3488,317,657,15538
495,3495,321,661,15523
496,3492,306,658,15544
497,3503,305,639,15553
498,3517,305,659,15519
499,3529,308,649,15514
500,3534,307,646,15513
501,3526,312,633,15529
502,3520,314,639,15527
503,3542,310,635,15513
504,3527,324,634,15515
505,3553,310,648,15489
506,3576,311,655,15458
507,3548,335,675,15442
508,3533,340,670,15457
509,3515,347,679,15459
510,3519,333,683,15465
511,3514,352,684,15450
512,3535,340,696,15429
513,3558,334,680,15428
514,3537,339,691,15433
515,3549,321,701,15429
516,3536,316,701,15447
517,3563,292,704,15441
518,3567,299,674,15460
519,3569,324,656,15451
520,3553,325,636,15486
521,3564,305,643,15488
522,3588,308,640,15464
523,3597,320,645,15438
524,3624,296,651,15429
525,3633,296,657,15414
526,3635,306,659,15400
527,3622,322,671,15385
528,3626,326,666,15382
529,3624,326,657,15393
530,3637,314,656,15393
531,3634,318,642,15406
532,3657,303,657,15383
533,3652,313,647,15388
534,3644,311,656,15389
535,3627,325,662,15386
536,3638,331,648,15383
537,3673,328,618,15381
538,3709,312,621,15358
539,3725,311,603,15361
540,3767,286,613,15334
541,3778,302,601,15319
542,3769,306,610,15315
543,3763,318,592,15327
544,3780,317,596,15307
545,3781,316,591,15312
546,3783,318,615,15284
547,3805,325,625,15245
548,3808,333,632,15227
549,3792,352,625,15231
550,3824,316,647,15213
551,3843,319,647,15191
552,3863,309,646,15182
553,3862,301,668,15169
554,3869,317,640,15174
555,3868,308,665,15159
556,3867,317,659,15157
557,3864,328,666,15142
558,3858,365,661,15116
559,3854,364,661,15121
560,3854,353,667,15126
561,3868,345,695,15092
562,3843,333,722,15102
563,3821,349,731,15099
564,3808,363,719,15110
565,3804,368,721,15107
566,3823,359,722,15096
567,3819,357,734,15090
568,3787,369,711,15133
569,3782,348,724,15146
570,3771,359,735,15135
571,3761,358,757,15124
572,3765,350,760,15125
573,3757,344,757,15142
574,3725,361,755,15159
575,3688,374,771,15167
576,3677,388,762,15173
577,3679,380,734,15207
578,3665,385,743,15207
579,3675,358,764,15203
580,3660,390,753,15197
581,3650,380,765,15205
582,3656,375,762,15207
583,3653,369,753,15225
584,3623,371,765,15241
585,3634,357,771,15238
586,3630,374,751,15245
587,3677,350,742,15231
588,3662,385,727,15226
589,3652,376,766,15206
590,3670,369,771,15190
591,3647,365,798,15190
592,3626,383,796,15195
593,3602,376,806,15216
594,3589,371,826,15214
595,3581,378,797,15244
596,3587,354,801,15258
597,3589,368,789,15254
598,3589,352,767,15292
599,3562,344,757,15337
600,3572,359,729,15340
601,3570,361,727,15342
602,3565,377,724,15334
603,3558,380,713,15349
604,3553,382,720,15345
605,3570,363,727,15340
606,3584,325,746,15345
607,3594,328,749,15329
608,3598,323,757,15322
609,3598,347,722,15333
610,3577,334,734,15355
611,3572,321,767,15340
612,3546,338,774,15342
613,3569,339,757,15335
614,3588,334,745,15333
615,3585,352,733,15330
616,3569,379,723,15329
617,3557,388,714,15341
618,3523,403,739,15335
619,3509,409,741,15341
620,3512,370,778,15340
621,3504,365,775,15356
622,3506,370,793,15331
623,3510,357,802,15331
624,3498,358,802,15342
625,3486,374,786,15354
626,3465,376,773,15386
627,3468,358,762,15412
628,3486,346,758,15410
629,3491,353,752,15404
630,3485,353,745,15417
631,3495,349,755,15401
632,3495,349,756,15400
633,3485,356,750,15409
634,3481,341,763,15415
635,3461,356,753,15430
636,3456,370,741,15433
637,3451,371,740,15438
638,3476,357,755,15412
639,3513,339,750,15398
640,3504,357,730,15409
641,3504,350,731,15415
642,3505,350,717,15428
643,3518,336,734,15412
644,3519,344,719,15418
645,3533,335,716,15416
646,3527,335,714,15424
647,3525,323,724,15428
648,3547,306,720,15427
649,3581,306,686,15427
650,3592,316,656,15436
651,3605,314,671,15410
652,3630,294,668,15408
653,3608,316,667,15409
654,3618,311,674,15397
655,3627,333,652,15388
656,3626,307,687,15380
657,3622,320,690,15368
658,3624,320,709,15347
659,3648,314,691,15347
660,3651,324,685,15340
661,3652,332,698,15318
662,3672,335,695,15298
663,3665,326,708,15301
664,3676,326,691,15307
665,3658,351,709,15282
666,3640,364,706,15290
667,3610,377,709,15304
668,3607,342,739,15312
669,3596,353,724,15327
670,3587,353,734,15326
671,3592,351,742,15315
672,3591,350,741,15318
673,3575,379,729,15317
674,3547,387,740,15326
675,3529,390,751,15330
676,3538,372,751,15339
677,3528,379,761,15332
678,3526,381,769,15324
679,3523,382,761,15334
680,3519,382,776,15323
681,3526,375,801,15298
682,3520,352,803,15325
683,3507,359,787,15347
684,3477,377,782,15364
685,3463,371,787,15379
686,3431,398,768,15403
687,3430,382,774,15414
688,3419,386,780,15415
689,3416,379,769,15436
690,3416,364,768,15452
691,3419,343,771,15467
692,3430,337,779,15454
693,3418,331,761,15490
694,3450,324,751,15475
695,3449,344,746,15461
696,3460,330,749,15461
697,3463,328,761,15448
698,3467,330,738,15465
699,3479,328,734,15459
700,3477,327,733,15463
701,3463,334,714,15489
702,3451,343,709,15497
703,3456,352,686,15506
704,3462,334,702,15502
705,3484,326,678,15512
706,3482,334,662,15522
707,3496,319,669,15516
708,3513,318,663,15506
709,3528,307,671,15494
710,3533,295,692,15480
711,3536,295,682,15487
712,3541,304,669,15486
713,3528,315,658,15499
714,3530,334,644,15492
715,3535,332,644,15489
716,3533,332,641,15494
717,3548,316,653,15483
718,3552,319,651,15478
719,3552,313,640,15495
720,3573,305,645,15477
721,3584,312,624,15480
722,3606,307,608,15479
723,3615,295,615,15475
724,3638,277,631,15454
725,3678,262,627,15433
726,3704,269,608,15419
727,3710,281,602,15407
728,3756,280,593,15371
729,3787,268,599,15346
730,3800,275,592,15333
