t,S,E,I,R
0,19980,0,20,0
1,19967,13,17,3
2,19955,22,18,5
3,19933,38,20,9
4,19910,48,30,12
5,19885,60,41,14
6,19848,76,54,22
7,19805,97,71,27
8,19748,125,92,35
9,19670,183,100,47
10,19594,211,131,64
11,19477,274,162,87
12,19326,352,214,108
13,19151,430,278,141
14,18893,552,375,180
15,18548,737,497,218
16,18178,894,648,280
17,17681,1150,807,362
18,17048,1464,1035,453
19,16262,1815,1340,583
20,15284,2262,1689,765
21,14177,2698,2140,985
22,12905,3208,2616,1271
23,11543,3629,3207,1621
24,10008,4185,3759,2048
25,8435,4600,4417,2548
26,6958,4774,5163,3105
27,5558,4803,5883,3756
28,4376,4653,6424,4547
29,3344,4384,6893,5379
30,2565,3942,7197,6296
31,1943,3430,7395,7232
32,1481,2943,7369,8207
33,1141,2472,7221,9166
34,890,2055,6954,10101
35,709,1655,6640,10996
36,599,1354,6159,11888
37,492,1088,5706,12714
38,434,853,5284,13429
39,407,670,4820,14103
40,381,548,4343,14728
41,375,435,3946,15244
42,364,365,3545,15726
43,392,288,3140,16180
44,397,267,2795,16541
45,411,228,2466,16895
46,439,187,2179,17195
47,472,166,1902,17460
48,506,150,1686,17658
49,536,131,1482,17851
50,582,117,1327,17974
51,635,96,1191,18078
52,667,86,1052,18195
53,700,81,938,18281
54,741,77,839,18343
55,779,69,746,18406
56,821,68,664,18447
57,871,69,583,18477
58,916,72,520,18492
59,955,66,475,18504
60,1014,59,428,18499
61,1052,56,381,18511
62,1096,57,338,18509
63,1154,53,302,18491
64,1212,53,262,18473
65,1269,55,238,18438
66,1325,57,208,18410
67,1376,47,197,18380
68,1432,50,168,18350
69,1493,48,159,18300
70,1547,34,150,18269
71,1595,35,134,18236
72,1644,38,124,18194
73,1707,37,112,18144
74,1755,37,110,18098
75,1802,32,111,18055
76,1859,29,106,18006
77,1903,32,95,17970
78,1957,31,94,17918
79,2004,30,86,17880
80,2058,31,82,17829
81,2125,19,81,17775
82,2179,20,75,17726
83,2227,22,69,17682
84,2288,18,72,17622
85,2330,22,65,17583
86,2371,21,61,17547
87,2435,19,59,17487
88,2491,16,54,17439
89,2553,19,48,17380
90,2594,17,46,17343
91,2652,21,42,17285
92,2704,20,39,17237
93,2756,19,38,17187
94,2804,16,38,17142
95,2849,13,33,17105
96,2906,14,30,17050
97,2970,10,34,16986
98,3012,5,35,16948
99,3047,5,27,16921
100,3107,4,24,16865
101,3143,6,20,16831
102,3202,6,18,16774
103,3249,8,16,16727
104,3296,8,18,16678
105,3349,7,19,16625
106,3401,7,19,16573
107,3448,6,18,16528
108,3502,6,19,16473
109,3545,7,13,16435
110,3603,6,12,16379
111,3660,7,10,16323
112,3718,3,14,16265
113,3768,6,14,16212
114,3808,9,15,16168
115,3847,6,17,16130
