t,S,E,I,R
178,5837,103,165,13895
179,5844,113,180,13863
180,5831,126,186,13857
181,5840,126,214,13820
182,5834,129,230,13807
183,5836,143,239,13782
184,5829,156,252,13763
185,5814,172,263,13751
186,5797,186,270,13747
187,5776,196,284,13744
188,5745,213,292,13750
189,5718,217,304,13761
190,5707,223,314,13756
191,5664,241,328,13767
192,5654,243,339,13764
193,5635,219,386,13760
194,5592,244,394,13770
195,5543,251,426,13780
196,5491,269,447,13793
197,5437,295,466,13802
198,5381,316,486,13817
199,5325,345,496,13834
200,5252,355,535,13858
201,5195,368,560,13877
202,5116,382,584,13918
203,5062,376,612,13950
204,5017,355,643,13985
205,4948,375,655,14022
206,4852,390,688,14070
207,4761,423,691,14125
208,4674,450,707,14169
209,4599,434,734,14233
210,4521,434,773,14272
211,4440,440,790,14330
212,4368,424,812,14396
213,4314,429,805,14452
214,4241,443,817,14499
215,4193,436,846,14525
216,4112,466,823,14599
217,4022,479,827,14672
218,3962,458,841,14739
219,3872,482,836,14810
220,3836,440,874,14850
221,3767,441,892,14900
222,3748,401,893,14958
223,3672,427,872,15029
224,3613,427,876,15084
225,3532,426,899,15143
226,3440,442,876,15242
227,3405,418,897,15280
228,3361,406,866,15367
229,3306,425,845,15424
230,3251,397,859,15493
231,3238,373,847,15542
232,3221,365,819,15595
233,3193,356,822,15629
234,3164,348,806,15682
235,3139,346,813,15702
236,3123,341,788,15748
237,3096,356,783,15765
238,3096,352,750,15802
239,3062,353,733,15852
240,3036,362,717,15885
241,3004,346,728,15922
242,2998,325,734,15943
243,3023,306,712,15959
244,3022,280,730,15968
245,3021,283,728,15968
246,3027,272,699,16002
247,3044,257,682,16017
248,3053,273,654,16020
249,3046,277,632,16045
250,3055,260,628,16057
251,3025,263,634,16078
252,3015,274,633,16078
253,3038,265,632,16065
254,3065,245,612,16078
255,3079,236,598,16087
256,3074,253,579,16094
257,3096,225,585,16094
258,3123,230,577,16070
259,3146,224,579,16051
260,3147,235,565,16053
261,3163,240,555,16042
262,3176,233,535,16056
263,3202,239,507,16052
264,3230,227,494,16049
265,3252,221,489,16038
266,3268,231,471,16030
267,3300,238,469,15993
268,3315,234,467,15984
269,3357,208,467,15968
270,3379,201,464,15956
271,3415,189,454,15942
272,3434,191,441,15934
273,3474,190,430,15906
274,3508,200,416,15876
275,3526,206,422,15846
276,3553,201,423,15823
277,3586,210,413,15791
278,3614,214,415,15757
279,3638,209,424,15729
280,3663,216,427,15694
281,3704,218,425,15653
282,3745,200,445,15610
283,3769,201,454,15576
284,3790,211,449,15550
285,3813,228,441,15518
286,3831,226,448,15495
287,3849,206,471,15474
288,3861,222,468,15449
289,3870,238,466,15426
290,3878,224,472,15426
291,3887,228,466,15419
292,3904,238,455,15403
293,3932,221,458,15389
294,3950,225,472,15353
295,3947,252,468,15333
296,3972,252,486,15290
297,3987,263,494,15256
298,3995,264,494,15247
299,3986,278,514,15222
300,3980,284,505,15231
301,3993,278,509,15220
302,3991,279,526,15204
303,3981,284,528,15207
304,3987,274,528,15211
305,3985,282,523,15210
306,3973,307,530,15190
307,3951,315,546,15188
308,3931,315,560,15194
309,3917,322,577,15184
310,3918,313,596,15173
311,3919,301,603,15177
312,3922,304,600,15174
313,3900,329,608,15163
314,3872,343,589,15196
315,3859,335,611,15195
316,3860,331,626,15183
317,3866,330,626,15178
318,3857,326,635,15182
319,3854,320,631,15195
320,3846,311,648,15195
321,3828,321,654,15197
322,3837,324,658,15181
323,3834,331,667,15168
324,3813,337,683,15167
325,3796,341,677,15186
326,3777,340,651,15232
327,3755,316,670,15259
328,3755,324,664,15257
329,3736,349,650,15265
330,3738,338,657,15267
331,3736,352,646,15266
332,3733,338,661,15268
333,3738,344,681,15237
334,3761,326,712,15201
335,3746,351,700,15203
336,3726,335,716,15223
337,3706,326,711,15257
338,3678,352,690,15280
339,3676,355,671,15298
340,3681,348,690,15281
341,3662,349,701,15288
342,3667,341,707,15285
343,3661,360,710,15269
344,3640,357,709,15294
345,3625,353,719,15303
346,3623,362,724,15291
347,3622,343,735,15300
348,3609,352,748,15291
349,3589,374,736,15301
350,3600,364,727,15309
351,3601,382,716,15301
352,3607,378,728,15287
353,3599,365,718,15318
354,3586,389,718,15307
355,3579,394,717,15310
356,3569,358,763,15310
357,3550,350,757,15343
358,3552,346,738,15364
359,3562,318,749,15371
360,3552,320,748,15380
361,3549,317,755,15379
362,3557,310,737,15396
363,3582,325,702,15391
364,3574,340,693,15393
365,3594,316,693,15397
366,3606,284,715,15395
367,3618,301,665,15416
368,3617,312,659,15412
369,3613,308,651,15428
370,3609,303,670,15418
371,3617,310,681,15392
372,3596,332,670,15402
373,3608,328,688,15376
374,3629,305,687,15379
375,3655,317,674,15354
376,3667,309,678,15346
377,3649,338,665,15348
378,3640,337,692,15331
379,3629,341,686,15344
380,3656,335,694,15315
381,3657,351,691,15301
382,3649,359,687,15305
383,3650,354,697,15299
384,3660,349,691,15300
385,3670,339,688,15303
386,3693,312,694,15301
387,3706,321,683,15290
388,3712,332,689,15267
389,3706,348,690,15256
390,3703,347,709,15241
391,3697,348,714,15241
392,3683,367,701,15249
393,3675,348,726,15251
394,3664,336,741,15259
395,3655,350,743,15252
396,3645,372,725,15258
397,3633,363,722,15282
398,3636,351,720,15293
399,3625,367,699,15309
400,3617,351,715,15317
401,3612,354,708,15326
402,3576,362,702,15360
403,3582,341,725,15352
404,3586,335,733,15346
405,3598,329,737,15336
406,3598,332,710,15360
407,3606,338,694,15362
408,3606,346,690,15358
409,3607,340,705,15348
410,3606,329,699,15366
411,3636,327,691,15346
412,3639,319,695,15347
413,3613,343,691,15353
414,3593,350,703,15354
415,3617,343,730,15310
416,3612,362,709,15317
417,3602,364,682,15352
418,3590,360,703,15347
419,3609,334,715,15342
420,3609,331,707,15353
421,3614,325,710,15351
422,3589,336,700,15375
423,3594,333,703,15370
424,3572,350,690,15388
425,3561,338,700,15401
426,3565,332,692,15411
427,3557,332,667,15444
428,3564,331,667,15438
429,3579,315,691,15415
430,3584,330,693,15393
431,3581,324,701,15394
432,3594,316,731,15359
433,3584,321,708,15387
434,3582,317,702,15399
435,3571,310,699,15420
436,3594,303,698,15405
437,3614,294,706,15386
438,3600,305,684,15411
439,3610,313,655,15422
440,3585,330,661,15424
441,3603,337,656,15404
442,3616,331,662,15391
443,3617,335,658,15390
444,3621,312,684,15383
445,3614,322,671,15393
446,3615,325,677,15383
447,3620,332,673,15375
448,3612,318,677,15393
449,3604,306,698,15392
450,3596,322,694,15388
451,3609,326,676,15389
452,3639,279,673,15409
453,3630,298,659,15413
454,3642,299,638,15421
455,3649,303,613,15435
456,3658,304,600,15438
457,3676,294,590,15440
458,3687,281,611,15421
459,3698,278,605,15419
460,3694,278,604,15424
461,3697,275,601,15427
462,3706,286,596,15412
463,3701,310,581,15408
464,3720,291,608,15381
465,3735,290,606,15369
466,3718,317,596,15369
467,3743,319,613,15325
468,3746,311,613,15330
469,3777,301,614,15308
470,3784,293,609,15314
471,3771,314,587,15328
472,3796,298,584,15322
473,3790,312,567,15331
474,3789,313,578,15320
475,3819,314,580,15287
476,3848,307,574,15271
477,3847,305,571,15277
478,3857,294,570,15279
479,3850,305,571,15274
480,3870,282,593,15255
481,3883,276,593,15248
482,3888,270,612,15230
483,3885,289,611,15215
484,3882,305,599,15214
485,3872,312,609,15207
486,3858,296,627,15219
487,3849,312,621,15218
488,3847,318,602,15233
489,3852,313,629,15206
490,3864,311,635,15190
491,3858,307,650,15185
492,3866,312,655,15167
493,3853,293,683,15171
494,3834,312,680,15174
495,3814,331,672,15183
496,3790,353,671,15186
497,3794,314,697,15195
498,3801,321,705,15173
499,3783,330,707,15180
500,3776,335,691,15198
501,3764,349,699,15188
502,3750,366,683,15201
503,3763,355,689,15193
504,3746,360,706,15188
505,3754,337,705,15204
506,3756,322,708,15214
507,3734,340,725,15201
508,3742,343,700,15215
509,3737,355,681,15227
510,3713,352,708,15227
511,3701,358,715,15226
512,3696,368,710,15226
513,3677,358,751,15214
514,3664,367,734,15235
515,3657,367,748,15228
516,3617,378,747,15258
517,3616,369,752,15263
518,3590,361,771,15278
519,3576,360,770,15294
520,3546,364,776,15314
521,3522,379,775,15324
522,3528,340,767,15365
523,3503,350,768,15379
524,3499,357,761,15383
525,3499,362,748,15391
526,3506,347,732,15415
527,3479,346,721,15454
528,3483,336,705,15476
529,3477,351,690,15482
530,3508,343,702,15447
531,3506,325,711,15458
532,3514,320,699,15467
533,3521,332,681,15466
534,3523,316,695,15466
535,3501,320,688,15491
536,3501,342,681,15476
537,3531,316,685,15468
538,3558,314,662,15466
539,3551,330,670,15449
540,3548,347,660,15445
541,3560,333,670,15437
542,3570,321,676,15433
543,3592,309,688,15411
544,3616,314,682,15388
545,3630,323,668,15379
546,3642,301,675,15382
547,3658,301,660,15381
548,3661,314,642,15383
549,3693,306,634,15367
550,3702,316,629,15353
551,3718,322,624,15336
552,3702,337,623,15338
553,3702,341,608,15349
554,3698,345,616,15341
555,3701,345,630,15324
556,3718,317,635,15330
557,3732,321,641,15306
558,3739,330,638,15293
559,3734,318,647,15301
560,3726,316,661,15297
561,3725,313,685,15277
562,3736,324,660,15280
563,3731,334,659,15276
564,3735,336,664,15265
565,3724,350,672,15254
566,3730,329,684,15257
567,3732,335,668,15265
568,3727,345,662,15266
569,3732,345,667,15256
570,3728,334,698,15240
571,3724,361,689,15226
572,3734,350,687,15229
573,3737,341,689,15233
574,3734,353,686,15227
575,3760,339,675,15226
576,3746,325,698,15231
577,3751,325,716,15208
578,3758,326,723,15193
579,3761,360,715,15164
580,3760,343,724,15173
581,3780,329,722,15169
582,3777,337,711,15175
583,3784,332,693,15191
584,3808,322,683,15187
585,3807,329,667,15197
586,3795,334,674,15197
587,3806,339,677,15178
588,3793,354,682,15171
589,3794,357,669,15180
590,3816,363,672,15149
591,3800,360,682,15158
592,3816,364,685,15135
593,3814,395,669,15122
594,3812,383,686,15119
595,3796,391,715,15098
596,3806,363,738,15093
597,3822,354,721,15103
598,3806,352,718,15124
599,3814,336,722,15128
600,3823,339,724,15114
601,3810,341,734,15115
602,3803,340,743,15114
603,3774,346,745,15135
604,3760,353,724,15163
605,3741,370,711,15178
606,3730,372,720,15178
607,3706,374,730,15190
608,3693,380,732,15195
609,3666,381,729,15224
610,3650,376,741,15233
611,3652,365,758,15225
612,3649,357,762,15232
613,3630,370,753,15247
614,3629,365,744,15262
615,3611,380,762,15247
616,3613,391,755,15241
617,3602,406,752,15240
618,3589,374,795,15242
619,3587,377,794,15242
620,3561,379,822,15238
621,3542,376,830,15252
622,3517,397,808,15278
623,3526,381,822,15271
624,3499,378,848,15275
625,3494,385,827,15294
626,3443,407,797,15353
627,3410,420,794,15376
628,3402,413,791,15394
629,3391,410,792,15407
630,3378,396,813,15413
631,3362,393,811,15434
632,3365,375,836,15424
633,3366,385,824,15425
634,3370,375,848,15407
635,3365,366,829,15440
636,3336,394,800,15470
637,3322,377,812,15489
638,3307,374,802,15517
639,3298,388,804,15510
640,3297,387,801,15515
641,3287,400,780,15533
642,3286,395,792,15527
643,3271,392,794,15543
644,3260,391,795,15554
645,3252,383,787,15578
646,3287,372,764,15577
647,3272,380,774,15574
648,3286,378,766,15570
649,3286,394,750,15570
650,3288,375,782,15555
651,3289,380,768,15563
652,3315,339,789,15557
653,3315,351,769,15565
654,3334,336,772,15558
655,3342,318,764,15576
656,3348,310,754,15588
657,3343,316,745,15596
658,3357,300,762,15581
659,3355,329,728,15588
660,3370,351,713,15566
661,3374,338,728,15560
662,3387,347,716,15550
663,3376,354,697,15573
664,3372,333,707,15588
665,3352,338,715,15595
666,3386,316,714,15584
667,3396,323,697,15584
668,3423,326,695,15556
669,3422,300,728,15550
670,3437,309,709,15545
671,3428,333,672,15567
672,3440,332,658,15570
673,3472,314,666,15548
674,3495,294,663,15548
675,3493,297,657,15553
676,3512,292,631,15565
677,3536,277,632,15555
678,3563,274,617,15546
679,3594,270,601,15535
680,3617,275,590,15518
681,3650,266,588,15496
682,3666,263,599,15472
683,3674,260,597,15469
684,3687,267,601,15445
685,3703,266,600,15431
686,3701,280,592,15427
687,3690,293,603,15414
688,3704,296,602,15398
689,3704,300,592,15404
690,3711,311,576,15402
691,3710,312,583,15395
692,3738,300,591,15371
693,3755,299,595,15351
694,3784,297,605,15314
695,3797,302,601,15300
696,3784,313,609,15294
697,3786,309,601,15304
698,3796,298,609,15297
699,3826,290,611,15273
700,3825,280,608,15287
701,3829,301,598,15272
702,3852,296,590,15262
703,3871,303,591,15235
704,3864,314,593,15229
705,3887,309,597,15207
706,3898,329,584,15189
707,3919,326,594,15161
708,3903,333,603,15161
709,3910,314,640,15136
710,3883,349,642,15126
711,3890,352,643,15115
712,3874,365,664,15097
713,3875,374,666,15085
714,3863,393,665,15079
715,3841,381,680,15098
716,3822,376,685,15117
717,3809,377,712,15102
718,3805,379,686,15130
719,3780,405,691,15124
720,3768,382,723,15127
721,3750,392,729,15129
722,3733,401,753,15113
723,3711,393,780,15116
724,3706,369,807,15118
725,3688,392,807,15113
726,3661,414,819,15106
727,3621,425,818,15136
728,3612,410,819,15159
729,3603,388,834,15175
730,3574,372,845,15209
