t,S_mean,E_mean,I_mean,R_mean
50,579.0,113.33333333333333,1356.6666666666667,17951.0
51,621.6666666666666,102.66666666666667,1209.6666666666667,18066.0
52,657.0,98.0,1068.6666666666667,18176.333333333332
53,696.0,90.66666666666667,950.0,18263.333333333332
54,732.3333333333334,80.66666666666667,846.3333333333334,18340.666666666668
55,776.0,77.33333333333333,743.3333333333334,18403.333333333332
56,815.6666666666666,76.0,659.3333333333334,18449.0
57,858.3333333333334,74.33333333333333,585.6666666666666,18481.666666666668
58,901.6666666666666,74.0,518.3333333333334,18506.0
59,950.6666666666666,65.66666666666667,465.6666666666667,18518.0
60,1006.3333333333334,60.666666666666664,418.6666666666667,18514.333333333332
61,1053.3333333333333,60.333333333333336,370.3333333333333,18516.0
62,1098.6666666666667,57.0,336.0,18508.333333333332
63,1148.3333333333333,56.666666666666664,302.3333333333333,18492.666666666668
64,1206.6666666666667,49.666666666666664,272.0,18471.666666666668
65,1264.6666666666667,49.0,246.0,18440.333333333332
66,1322.3333333333333,49.666666666666664,213.0,18415.0
67,1369.6666666666667,45.666666666666664,200.33333333333334,18384.333333333332
68,1416.3333333333333,47.0,183.66666666666666,18353.0
69,1468.3333333333333,46.333333333333336,171.66666666666666,18313.666666666668
70,1518.3333333333333,38.0,165.0,18278.666666666668
71,1573.3333333333333,38.0,151.0,18237.666666666668
72,1624.0,34.333333333333336,143.33333333333334,18198.333333333332
73,1681.6666666666667,35.333333333333336,132.33333333333334,18150.666666666668
74,1744.3333333333333,33.0,126.66666666666667,18096.0
75,1797.3333333333333,31.333333333333332,118.0,18053.333333333332
76,1851.6666666666667,29.666666666666668,106.33333333333333,18012.333333333332
77,1901.6666666666667,31.333333333333332,98.33333333333333,17968.666666666668
78,1953.3333333333333,28.333333333333332,92.0,17926.333333333332
79,2007.6666666666667,27.0,87.33333333333333,17878.0
80,2062.3333333333335,26.666666666666668,80.33333333333333,17830.666666666668
81,2115.6666666666665,19.0,77.33333333333333,17788.0
82,2167.6666666666665,17.333333333333332,75.66666666666667,17739.333333333332
83,2212.3333333333335,21.333333333333332,67.0,17699.333333333332
84,2270.6666666666665,21.0,65.66666666666667,17642.666666666668
85,2320.3333333333335,23.333333333333332,60.666666666666664,17595.666666666668
86,2366.0,19.666666666666668,57.666666666666664,17556.666666666668
87,2420.0,18.666666666666668,54.333333333333336,17507.0
88,2473.6666666666665,18.666666666666668,50.666666666666664,17457.0
89,2528.3333333333335,18.666666666666668,46.666666666666664,17406.333333333332
90,2573.6666666666665,17.333333333333332,45.0,17364.0
91,2628.0,19.0,39.666666666666664,17313.333333333332
92,2684.0,19.666666666666668,39.0,17257.333333333332
93,2733.0,20.0,38.0,17209.0
94,2781.3333333333335,18.333333333333332,35.666666666666664,17164.666666666668
95,2825.6666666666665,16.0,36.666666666666664,17121.666666666668
96,2868.3333333333335,17.0,33.666666666666664,17081.0
97,2924.0,15.0,33.666666666666664,17027.333333333332
98,2964.6666666666665,11.333333333333334,35.333333333333336,16988.666666666668
99,3009.6666666666665,10.666666666666666,29.333333333333332,16950.333333333332
100,3056.0,10.333333333333334,28.333333333333332,16905.333333333332
101,3099.3333333333335,12.0,26.0,16862.666666666668
102,3150.6666666666665,11.333333333333334,23.333333333333332,16814.666666666668
103,3195.6666666666665,11.0,25.333333333333332,16768.0
104,3239.0,11.0,22.666666666666668,16727.333333333332
105,3287.0,12.0,23.666666666666668,16677.333333333332
106,3337.6666666666665,10.666666666666666,23.0,16628.666666666668
107,3389.0,11.0,21.333333333333332,16578.666666666668
108,3439.6666666666665,10.0,21.0,16529.333333333332
109,3481.3333333333335,11.666666666666666,19.0,16488.0
110,3536.3333333333335,12.0,18.666666666666668,16433.0
111,3581.0,11.333333333333334,20.0,16387.666666666668
112,3628.0,10.0,21.666666666666668,16340.333333333334
113,3675.6666666666665,11.333333333333334,22.0,16291.0
114,3714.0,11.333333333333334,23.333333333333332,16251.333333333334
115,3759.0,10.666666666666666,23.666666666666668,16206.666666666666
116,3807.0,9.666666666666666,22.0,16161.333333333334
117,3853.6666666666665,10.0,23.666666666666668,16112.666666666666
118,3901.6666666666665,10.0,21.666666666666668,16066.666666666666
119,3942.6666666666665,10.0,20.333333333333332,16027.0
120,3988.3333333333335,10.666666666666666,21.333333333333332,15979.666666666666
121,4039.6666666666665,13.0,20.666666666666668,15926.666666666666
122,4081.6666666666665,13.333333333333334,22.0,15883.0
123,4127.666666666667,15.666666666666666,21.0,15835.666666666666
124,4174.666666666667,13.333333333333334,23.666666666666668,15788.333333333334
125,4213.0,14.333333333333334,24.666666666666668,15748.0
126,4254.0,14.0,27.0,15705.0
127,4294.333333333333,15.0,26.0,15664.666666666666
128,4335.333333333333,17.0,25.0,15622.666666666666
129,4373.666666666667,18.0,27.0,15581.333333333334
130,4413.333333333333,17.333333333333332,28.0,15541.333333333334
131,4449.666666666667,18.333333333333332,28.666666666666668,15503.333333333334
132,4489.333333333333,18.666666666666668,27.666666666666668,15464.333333333334
133,4526.0,20.333333333333332,29.333333333333332,15424.333333333334
134,4565.333333333333,23.333333333333332,32.666666666666664,15378.666666666666
135,4604.333333333333,21.666666666666668,35.666666666666664,15338.333333333334
136,4637.0,22.333333333333332,40.333333333333336,15300.333333333334
137,4679.666666666667,22.0,42.0,15256.333333333334
138,4715.0,23.333333333333332,42.333333333333336,15219.333333333334
139,4756.333333333333,24.333333333333332,41.0,15178.333333333334
140,4790.0,25.0,45.0,15140.0
141,4827.333333333333,23.333333333333332,44.666666666666664,15104.666666666666
142,4862.0,20.333333333333332,46.666666666666664,15071.0
143,4899.333333333333,29.0,48.666666666666664,15023.0
144,4927.666666666667,28.0,50.666666666666664,14993.666666666666
145,4954.666666666667,34.666666666666664,50.0,14960.666666666666
146,4988.333333333333,37.0,50.333333333333336,14924.333333333334
147,5014.0,40.0,56.333333333333336,14889.666666666666
148,5040.0,37.666666666666664,62.333333333333336,14860.0
149,5076.0,36.0,62.0,14826.0
150,5106.333333333333,38.666666666666664,64.0,14791.0
151,5136.0,42.333333333333336,65.66666666666667,14756.0
152,5164.333333333333,42.0,72.66666666666667,14721.0
153,5199.666666666667,39.0,75.33333333333333,14686.0
154,5225.666666666667,41.666666666666664,73.0,14659.666666666666
155,5252.666666666667,40.0,72.33333333333333,14635.0
156,5282.666666666667,36.0,78.0,14603.333333333334
157,5315.666666666667,41.333333333333336,78.0,14565.0
158,5337.0,47.0,72.66666666666667,14543.333333333334
159,5372.333333333333,44.0,78.33333333333333,14505.333333333334
160,5399.333333333333,49.666666666666664,76.0,14475.0
161,5430.666666666667,51.666666666666664,78.33333333333333,14439.333333333334
162,5461.0,50.333333333333336,81.0,14407.666666666666
163,5488.0,48.0,85.66666666666667,14378.333333333334
164,5509.0,50.0,85.33333333333333,14355.666666666666
165,5531.666666666667,59.666666666666664,86.33333333333333,14322.333333333334
166,5561.666666666667,58.333333333333336,88.0,14292.0
167,5586.333333333333,61.666666666666664,91.33333333333333,14260.666666666666
168,5609.333333333333,62.333333333333336,96.66666666666667,14231.666666666666
169,5627.333333333333,69.66666666666667,102.33333333333333,14200.666666666666
170,5648.0,69.66666666666667,109.33333333333333,14173.0
171,5655.333333333333,79.0,114.66666666666667,14151.0
172,5676.666666666667,83.0,119.0,14121.333333333334
173,5700.666666666667,86.0,122.33333333333333,14091.0
174,5701.666666666667,92.66666666666667,135.33333333333334,14070.333333333334
175,5715.666666666667,96.66666666666667,148.33333333333334,14039.333333333334
176,5730.0,107.33333333333333,157.0,14005.666666666666
177,5732.666666666667,110.66666666666667,171.0,13985.666666666666
178,5742.333333333333,113.66666666666667,176.0,13968.0
179,5746.0,117.33333333333333,184.33333333333334,13952.333333333334
180,5748.0,129.33333333333334,190.66666666666666,13932.0
181,5747.666666666667,133.66666666666666,203.33333333333334,13915.333333333334
182,5749.0,134.33333333333334,219.33333333333334,13897.333333333334
183,5747.666666666667,135.66666666666666,228.0,13888.666666666666
184,5737.333333333333,148.0,241.33333333333334,13873.333333333334
185,5727.333333333333,164.33333333333334,250.0,13858.333333333334
186,5724.0,170.0,264.6666666666667,13841.333333333334
187,5706.333333333333,179.0,277.0,13837.666666666666
188,5679.333333333333,194.33333333333334,285.3333333333333,13841.0
189,5666.0,195.33333333333334,305.0,13833.666666666666
190,5641.0,207.0,321.3333333333333,13830.666666666666
191,5614.0,203.33333333333334,338.3333333333333,13844.333333333334
192,5587.333333333333,218.0,350.3333333333333,13844.333333333334
193,5555.333333333333,231.0,364.3333333333333,13849.333333333334
194,5520.333333333333,235.66666666666666,382.0,13862.0
195,5486.333333333333,253.0,389.6666666666667,13871.0
196,5451.333333333333,259.0,410.6666666666667,13879.0
197,5413.666666666667,267.3333333333333,421.3333333333333,13897.666666666666
198,5372.0,275.3333333333333,442.0,13910.666666666666
199,5332.666666666667,284.6666666666667,450.0,13932.666666666666
200,5289.666666666667,299.0,464.0,13947.333333333334
201,5244.666666666667,306.0,481.0,13968.333333333334
202,5194.333333333333,309.6666666666667,502.0,13994.0
203,5141.0,321.0,523.0,14015.0
204,5081.0,336.3333333333333,547.3333333333334,14035.333333333334
205,5020.333333333333,350.0,565.0,14064.666666666666
206,4955.666666666667,356.6666666666667,595.3333333333334,14092.333333333334
207,4877.666666666667,371.3333333333333,611.0,14140.0
208,4803.666666666667,382.6666666666667,629.3333333333334,14184.333333333334
209,4734.333333333333,384.3333333333333,658.0,14223.333333333334
210,4668.0,402.6666666666667,673.0,14256.333333333334
211,4591.333333333333,405.3333333333333,711.3333333333334,14292.0
212,4515.0,415.3333333333333,723.3333333333334,14346.333333333334
213,4450.0,419.0,736.3333333333334,14394.666666666666
