t,S,E,I,R
333,4148,357,639,14856
334,4128,349,647,14876
335,4093,361,660,14886
336,4090,351,678,14881
337,4089,358,679,14874
338,4080,362,662,14896
339,4039,376,662,14923
340,4011,373,681,14935
341,3991,370,696,14943
342,4015,350,700,14935
343,4015,354,710,14921
344,4003,351,709,14937
345,3982,376,712,14930
346,3954,402,696,14948
347,3924,387,713,14976
348,3901,391,730,14978
349,3889,383,743,14985
350,3863,393,744,15000
351,3811,408,757,15024
352,3794,388,764,15054
353,3782,403,757,15058
354,3739,391,767,15103
355,3705,394,791,15110
356,3689,382,812,15117
357,3645,400,778,15177
358,3597,422,792,15189
359,3591,412,798,15199
360,3588,391,785,15236
361,3578,380,795,15247
362,3569,386,799,15246
363,3569,364,788,15279
364,3529,395,783,15293
365,3540,365,805,15290
366,3499,398,781,15322
367,3522,375,800,15303
368,3515,361,805,15319
369,3484,384,782,15350
370,3457,391,791,15361
371,3412,402,790,15396
372,3392,408,795,15405
373,3385,395,789,15431
374,3416,356,813,15415
375,3412,358,786,15444
376,3390,369,775,15466
377,3384,367,738,15511
378,3379,370,747,15504
379,3366,365,746,15523
380,3361,350,750,15539
381,3360,337,739,15564
382,3356,337,763,15544
383,3383,338,746,15533
384,3362,367,724,15547
385,3370,351,706,15573
386,3359,354,705,15582
387,3352,359,722,15567
388,3364,343,727,15566
389,3380,350,709,15561
390,3388,350,699,15563
391,3413,341,705,15541
392,3406,339,698,15557
393,3400,341,687,15572
394,3423,322,694,15561
395,3417,319,712,15552
396,3427,307,693,15573
397,3428,315,677,15580
398,3454,298,661,15587
399,3483,311,637,15569
400,3504,287,655,15554
401,3516,308,639,15537
402,3514,316,648,15522
403,3539,315,641,15505
404,3547,315,621,15517
405,3583,312,598,15507
406,3600,295,589,15516
407,3626,284,612,15478
408,3629,289,603,15479
409,3637,276,604,15483
410,3659,284,591,15466
411,3654,302,590,15454
412,3678,297,593,15432
413,3684,308,610,15398
414,3712,287,609,15392
415,3717,287,623,15373
416,3728,301,610,15361
417,3731,301,608,15360
418,3715,314,631,15340
419,3724,311,637,15328
420,3723,323,658,15296
421,3729,328,661,15282
422,3721,333,654,15292
423,3705,342,666,15287
424,3690,369,653,15288
425,3698,366,656,15280
426,3669,362,664,15305
427,3690,345,678,15287
428,3685,326,678,15311
429,3666,348,667,15319
430,3639,361,670,15330
431,3658,342,686,15314
432,3661,350,678,15311
433,3696,341,679,15284
434,3681,346,692,15281
435,3670,349,685,15296
436,3650,379,683,15288
437,3661,354,700,15285
438,3665,363,693,15279
439,3646,365,697,15292
440,3634,361,695,15310
441,3628,359,698,15315
442,3648,364,670,15318
443,3665,364,662,15309
444,3657,374,672,15297
445,3649,358,685,15308
446,3664,339,696,15301
447,3668,340,683,15309
448,3669,343,676,15312
449,3677,339,688,15296
450,3661,342,710,15287
451,3647,360,698,15295
452,3634,361,710,15295
453,3621,371,707,15301
454,3587,375,722,15316
455,3571,365,734,15330
456,3573,374,718,15335
457,3570,373,711,15346
458,3580,364,730,15326
459,3567,352,736,15345
460,3579,347,705,15369
461,3590,326,691,15393
462,3576,348,685,15391
463,3581,325,700,15394
464,3569,326,713,15392
465,3582,324,702,15392
466,3586,322,706,15386
467,3562,326,695,15417
468,3563,320,664,15453
469,3571,307,675,15447
470,3564,298,678,15460
471,3553,319,677,15451
472,3569,317,658,15456
473,3560,325,657,15458
474,3570,334,651,15445
475,3568,309,671,15452
476,3555,319,669,15457
477,3537,314,676,15473
478,3536,321,667,15476
479,3513,339,678,15470
480,3482,335,691,15492
481,3476,332,679,15513
482,3514,320,679,15487
483,3521,307,659,15513
484,3535,303,671,15491
485,3517,319,659,15505
486,3527,325,646,15502
487,3535,320,667,15478
488,3557,302,663,15478
489,3548,340,659,15453
490,3577,337,652,15434
491,3573,330,666,15431
492,3574,325,676,15425
493,3579,327,681,15413
494,3596,331,662,15411
495,3581,336,676,15407
496,3586,333,698,15383
497,3587,327,706,15380
498,3588,333,703,15376
499,3576,336,683,15405
500,3556,345,686,15413
501,3568,335,686,15411
502,3569,349,681,15401
503,3574,325,683,15418
504,3584,328,664,15424
505,3597,321,658,15424
506,3621,300,665,15414
507,3621,298,662,15419
508,3640,279,677,15404
509,3637,294,669,15400
510,3651,294,675,15380
511,3663,300,672,15365
512,3663,294,656,15387
513,3672,296,638,15394
514,3637,302,642,15419
515,3627,310,627,15436
516,3635,290,663,15412
517,3625,318,651,15406
518,3622,334,620,15424
519,3629,309,653,15409
520,3645,312,646,15397
521,3642,304,647,15407
522,3659,301,651,15389
523,3669,316,640,15375
524,3677,321,642,15360
525,3677,328,647,15348
526,3693,310,672,15325
527,3723,305,658,15314
528,3732,318,638,15312
529,3712,333,626,15329
530,3714,329,638,15319
531,3728,320,646,15306
532,3719,334,636,15311
533,3709,341,645,15305
534,3707,344,631,15318
535,3677,344,654,15325
536,3694,341,652,15313
537,3689,342,659,15310
538,3696,334,669,15301
539,3707,330,660,15303
540,3727,311,661,15301
541,3736,303,652,15309
542,3751,301,656,15292
543,3761,315,633,15291
544,3759,328,635,15278
545,3749,340,642,15269
546,3730,336,657,15277
547,3714,340,658,15288
548,3709,347,656,15288
549,3699,372,640,15289
550,3678,363,668,15291
551,3671,344,684,15301
552,3681,342,668,15309
553,3686,341,678,15295
554,3684,329,695,15292
555,3689,333,669,15309
556,3722,283,687,15308
557,3725,290,648,15337
558,3741,283,649,15327
559,3754,304,624,15318
560,3762,321,619,15298
561,3749,324,638,15289
562,3746,315,645,15294
563,3735,320,635,15310
564,3723,344,629,15304
565,3737,341,616,15306
566,3752,325,622,15301
567,3763,329,623,15285
568,3769,330,628,15273
569,3781,327,641,15251
570,3763,342,641,15254
571,3752,329,687,15232
572,3757,349,677,15217
573,3747,353,676,15224
574,3741,364,666,15229
575,3749,340,664,15247
576,3755,327,685,15233
577,3739,337,712,15212
578,3745,324,708,15223
579,3735,340,688,15237
580,3747,334,712,15207
581,3742,339,701,15218
582,3730,349,710,15211
583,3714,348,724,15214
584,3690,388,714,15208
585,3675,411,702,15212
586,3687,381,742,15190
587,3691,378,756,15175
588,3650,398,765,15187
589,3665,369,793,15173
590,3660,382,777,15181
591,3643,383,771,15203
592,3638,378,749,15235
593,3612,393,752,15243
594,3612,390,744,15254
595,3606,389,743,15262
596,3598,397,737,15268
597,3560,385,743,15312
598,3576,381,719,15324
599,3576,368,712,15344
600,3556,368,719,15357
601,3568,342,730,15360
602,3569,344,730,15357
603,3572,338,740,15350
604,3567,366,704,15363
605,3556,348,737,15359
606,3546,389,729,15336
607,3570,370,746,15314
608,3540,379,738,15343
609,3553,352,744,15351
610,3540,364,731,15365
611,3543,367,715,15375
612,3540,354,733,15373
613,3549,341,730,15380
614,3557,331,737,15375
615,3569,328,730,15373
616,3562,329,739,15370
617,3536,355,730,15379
618,3514,350,733,15403
619,3505,346,721,15428
620,3523,363,717,15397
621,3523,380,699,15398
622,3517,374,703,15406
623,3562,352,687,15399
624,3571,350,687,15392
625,3584,340,692,15384
626,3594,343,709,15354
627,3606,334,724,15336
628,3631,354,698,15317
629,3621,357,709,15313
630,3635,355,695,15315
631,3631,352,713,15304
632,3621,357,720,15302
633,3624,368,728,15280
634,3625,375,708,15292
635,3629,354,729,15288
636,3627,337,744,15292
637,3608,349,737,15306
638,3606,361,725,15308
639,3607,360,710,15323
640,3576,379,708,15337
641,3578,372,720,15330
642,3557,379,740,15324
643,3560,381,732,15327
644,3552,384,740,15324
645,3546,357,755,15342
646,3523,357,759,15361
647,3515,368,751,15366
648,3537,349,749,15365
649,3561,354,744,15341
650,3572,337,746,15345
651,3608,336,720,15336
652,3588,362,701,15349
653,3589,360,697,15354
654,3600,364,688,15348
655,3598,355,694,15353
656,3625,333,702,15340
657,3621,344,718,15317
658,3639,339,722,15300
659,3658,331,709,15302
660,3649,354,681,15316
661,3665,353,679,15303
662,3679,346,693,15282
663,3651,367,690,15292
664,3642,384,699,15275
665,3627,376,721,15276
666,3617,377,729,15277
667,3614,377,724,15285
668,3625,365,720,15290
669,3632,376,705,15287
670,3635,360,704,15301
671,3636,359,686,15319
672,3627,366,695,15312
673,3641,348,718,15293
674,3637,343,721,15299
675,3642,346,722,15290
676,3623,347,728,15302
677,3612,365,710,15313
678,3624,355,702,15319
679,3632,348,730,15290
680,3622,358,712,15308
681,3617,343,726,15314
682,3631,340,714,15315
683,3633,345,723,15299
684,3647,336,704,15313
685,3642,339,718,15301
686,3643,344,714,15299
687,3641,352,706,15301
688,3641,354,706,15299
689,3631,365,714,15290
690,3622,360,719,15299
691,3593,368,745,15294
692,3594,357,740,15309
693,3593,333,745,15329
694,3592,357,711,15340
695,3583,356,705,15356
696,3585,359,691,15365
697,3601,338,702,15359
698,3596,347,712,15345
699,3577,368,701,15354
700,3565,362,691,15382
701,3570,333,730,15367
702,3555,359,722,15364
703,3565,357,717,15361
704,3569,340,729,15362
705,3569,334,744,15353
706,3555,349,733,15363
707,3566,338,731,15365
708,3569,335,744,15352
709,3559,323,746,15372
710,3549,338,721,15392
711,3538,332,692,15438
712,3524,328,700,15448
713,3529,326,683,15462
714,3526,330,682,15462
715,3555,310,679,15456
716,3552,312,642,15494
717,3566,302,673,15459
718,3556,305,668,15471
719,3565,314,668,15453
720,3566,307,654,15473
721,3588,296,675,15441
722,3574,332,660,15434
723,3576,341,663,15420
724,3603,337,655,15405
725,3594,336,672,15398
726,3597,331,658,15414
727,3624,319,652,15405
728,3640,323,647,15390
729,3648,333,623,15396
730,3669,317,637,15377
